cs_br_concentration,pb_br2_concentration,temperature,oa_concentration,oam_concentration,reaction_time,solvent_type,bandgap,plqy,emission_peak,particle_size,emission_fwhm,lifetime,stability_score,phase_purity
1.889923,0.780581,216.391205,1.273813,0.947034,28.515207,0,2.352082,0.068502,515.941711,5.000013,46.357288,5.059881,0.150856,0.500000
0.580805,0.879191,112.875244,0.825848,0.517229,42.157272,0,2.383137,0.534805,515.658386,5.000001,40.559643,7.847759,0.716597,0.716597
0.420621,1.918468,212.171783,1.484073,0.515504,17.800177,2,2.353348,0.068381,512.581177,5.000008,42.627163,5.651821,0.340325,0.500000
1.529668,1.975988,192.696625,1.041294,1.136748,34.146488,2,2.359191,0.088479,515.582214,5.000009,40.251831,5.169344,0.676983,0.609285
2.439124,0.311893,114.607063,0.691371,0.282475,36.039867,2,2.382618,0.000000,520.796143,5.000000,49.999996,9.438943,0.000000,0.500000
2.220879,1.347643,121.330391,0.119473,0.958566,30.982492,0,2.380601,0.525303,523.215088,5.000001,41.893620,8.959793,0.687754,0.687754
0.268536,1.407394,193.131668,0.976981,0.945896,45.912903,4,2.359060,0.139295,511.817963,5.000011,42.791992,5.872781,0.496850,0.500000
0.494617,0.534525,135.797363,1.228356,1.179975,20.154490,0,2.376261,0.247628,515.163757,5.000001,40.027828,4.607111,0.957787,0.957787
1.725041,1.135755,154.337875,0.650779,0.215536,39.806564,0,2.370698,0.553034,519.210144,5.000003,41.259354,9.960320,0.870780,0.870780
1.257574,1.247658,160.079315,1.254591,0.687860,21.121098,0,2.368976,0.300023,516.242798,5.000002,40.000309,5.815584,0.979856,0.979856
2.703956,0.676675,118.388809,0.080517,0.883790,50.623486,0,2.381483,0.007977,514.234863,5.000001,49.887547,9.484066,0.009208,0.500000
2.890349,1.346278,131.727905,0.065718,0.431899,44.754333,1,2.377482,0.391051,507.527100,5.000001,44.819633,11.976640,0.484574,0.500000
1.707572,0.955526,130.227798,0.786943,0.430531,19.185228,4,2.377932,0.310773,520.276855,5.000000,42.663502,8.356419,0.678472,0.610625
1.278293,1.236416,180.131210,0.035796,1.423302,37.386265,3,2.362960,0.249592,517.601929,5.000007,40.005707,7.405462,0.833475,0.750128
0.541327,1.925663,160.269943,0.914117,1.283703,35.204437,2,2.368919,0.081355,525.051697,5.000003,42.277126,5.118474,0.756166,0.680549
0.313640,0.943010,207.762039,1.496853,0.286497,32.715790,3,2.354671,0.140241,513.787109,5.000012,41.996525,6.297115,0.410653,0.500000
0.410581,0.692110,162.205551,0.276281,0.149281,45.641171,3,2.368338,0.500859,519.581238,5.000005,40.793991,12.415998,0.893574,0.804217
0.721008,1.965611,195.805740,0.708676,1.094324,42.805752,1,2.358258,0.187812,513.757996,5.000011,41.816444,6.235551,0.537892,0.500000
1.224222,1.093967,130.315491,1.131663,1.154005,11.143997,1,2.377905,0.229176,518.895081,5.000000,40.070633,4.898518,0.918894,0.827005
1.906120,1.700412,174.612061,1.092780,0.955130,38.439838,0,2.364616,0.258166,514.154053,5.000006,40.072884,5.516875,0.879441,0.879441
1.099753,0.269909,131.971802,1.356457,1.259235,41.637680,0,2.377409,0.001953,512.419250,5.000001,49.911411,4.153374,0.008301,0.500000
0.266579,0.550495,83.371986,1.118844,1.231569,31.316408,1,2.391989,0.244725,514.423218,5.000000,41.245323,4.742478,0.360287,0.500000
2.870754,0.632563,93.070900,0.179597,1.371515,39.321175,0,2.389079,0.001041,515.465759,5.000000,49.980881,7.072476,0.001000,0.500000
2.408146,1.622701,92.494423,1.162778,0.878932,48.992531,1,2.389252,0.291831,514.444824,5.000000,41.105442,5.534002,0.459083,0.500000
1.842172,0.369487,106.271095,0.235618,1.272642,17.606350,1,2.385119,0.000155,527.195312,5.000000,49.996449,7.225648,0.000242,0.500000
0.873911,1.534839,143.616425,1.118059,1.486245,18.743591,0,2.373915,0.190996,514.053040,5.000001,40.885468,4.177089,0.904055,0.904055
1.240653,0.846751,90.449471,0.346243,0.676199,3.845309,3,2.389865,0.469521,524.936340,5.000000,41.025536,9.212358,0.441554,0.500000
2.921269,0.859777,126.832825,0.801450,1.127084,29.204021,3,2.378950,0.013456,510.812042,5.000001,49.435551,5.856193,0.050699,0.500000
0.368431,1.917369,178.377487,1.060422,0.215881,4.136332,1,2.363487,0.256690,516.652039,5.000000,42.784164,8.114197,0.614244,0.552819
2.467938,0.414649,98.869263,0.914030,1.073747,29.654922,3,2.387339,0.000001,515.070923,5.000000,49.999950,5.685268,0.000003,0.500000
0.653851,1.422337,231.642502,0.987529,0.864301,18.593258,4,2.347507,0.144437,520.380005,5.000012,41.358036,6.085149,0.227852,0.500000
1.338699,1.341540,179.931763,0.477387,0.528873,12.065570,1,2.363020,0.422603,509.727051,5.000002,40.000015,9.287197,0.835952,0.752357
2.780951,0.722958,226.924728,0.390272,0.608017,47.689045,0,2.348922,0.007011,514.561829,5.000029,49.825947,9.324286,0.005326,0.500000
2.721228,0.388846,171.771194,0.232693,0.463030,38.075630,2,2.365469,0.000000,512.473145,5.000005,49.999981,10.847182,0.000000,0.500000
1.805943,1.353515,111.123100,1.289378,1.103797,24.906473,0,2.383663,0.268358,515.480042,5.000000,40.543335,4.642156,0.698970,0.698970
2.182198,0.751269,117.517776,1.104388,0.750724,11.021070,1,2.381745,0.053447,513.102478,5.000000,48.369839,6.075174,0.132004,0.500000
0.377399,1.330551,162.363907,0.779721,0.886729,18.282291,3,2.368291,0.183905,514.055298,5.000002,42.263100,6.676154,0.750393,0.675354
1.094620,1.096895,203.638474,0.817165,0.566116,10.534240,2,2.355908,0.145970,523.615479,5.000003,40.000008,7.691580,0.562469,0.506222
0.265270,0.264304,201.549011,0.835760,1.348253,54.126884,0,2.356535,0.207575,508.122009,5.000017,39.999996,5.153934,0.587742,0.587742
2.917048,0.737231,170.308533,0.101066,1.447628,43.499126,3,2.365907,0.003122,521.445312,5.000006,49.873619,7.081029,0.011635,0.500000
1.506900,0.262987,170.952942,0.958696,1.476240,38.105053,3,2.365714,0.000002,525.826965,5.000005,49.999840,4.546232,0.000013,0.500000
1.662999,0.582309,237.305603,0.387083,1.151007,53.639526,0,2.345807,0.047713,506.534119,5.000041,48.212982,7.118671,0.038907,0.500000
2.128927,1.137613,91.436661,0.406730,0.044703,23.212461,1,2.389569,0.651403,513.550903,5.000000,43.159103,12.256424,0.344521,0.500000
1.679333,1.305684,125.810188,0.715048,0.120015,15.251175,0,2.379257,0.715190,514.947571,5.000000,40.401196,10.117180,0.853870,0.853870
0.776833,1.383498,161.752014,0.508825,0.605356,30.925213,4,2.368474,0.352089,516.399414,5.000003,40.916634,8.799337,0.883589,0.795230
2.771248,0.221210,153.880142,0.608951,0.202453,20.955973,1,2.370836,0.000000,512.902344,5.000001,49.999992,10.237576,0.000000,0.500000
1.340750,1.711871,233.600189,0.908172,0.766633,36.893456,0,2.346919,0.242552,516.393433,5.000026,40.232151,6.648319,0.241401,0.500000
2.331048,1.236410,82.256287,0.508713,0.648361,55.573063,3,2.392323,0.336708,512.209229,5.000000,43.242352,8.612633,0.269887,0.500000
2.332771,1.381840,140.331955,0.201352,0.678416,25.007263,1,2.374900,0.442295,523.429260,5.000001,42.108379,9.893546,0.774546,0.697091
2.870684,0.827318,149.959457,1.048565,1.130202,10.614048,1,2.372012,0.010639,520.405151,5.000000,49.526466,5.167471,0.047353,0.500000
1.349392,0.699888,92.280609,0.012039,1.317007,36.483406,2,2.389316,0.171700,516.276062,5.000000,43.498821,7.903009,0.333902,0.500000
2.238692,1.440662,204.986893,1.210684,0.496345,47.073574,2,2.355504,0.100224,520.963562,5.000016,41.422253,6.542062,0.468540,0.500000
1.955642,1.911406,193.722794,0.491936,0.084285,31.095398,0,2.358883,0.630318,524.422974,5.000008,40.002647,11.515059,0.682083,0.682083
0.145091,0.186561,106.069374,0.150343,0.153887,33.499813,0,2.385179,1.000000,510.618683,5.000000,40.244022,13.192540,0.663196,0.663196
2.947927,1.400201,104.594986,0.252838,1.049018,25.861973,0,2.385622,0.329464,516.809082,5.000000,44.571430,8.011186,0.359431,0.500000
1.546762,0.159406,164.283737,1.040465,0.734628,6.351153,0,2.367715,0.000000,521.505432,5.000000,49.999996,6.323166,0.000000,0.500000
0.743105,1.262699,174.861526,0.292485,0.068932,58.290363,0,2.364541,0.734609,520.523743,5.000009,40.811756,12.820661,0.811977,0.811977
0.203974,1.863571,81.814659,0.015993,0.992084,28.889511,3,2.392456,0.370973,513.227844,5.000000,43.273544,9.278762,0.265435,0.500000
2.122494,0.115239,203.400360,0.319544,0.248445,40.659271,0,2.355979,0.000000,511.577972,5.000013,49.999947,11.562557,0.000000,0.500000
2.407672,1.909582,178.625671,0.757230,0.416052,10.250266,0,2.363412,0.441386,520.469421,5.000002,40.334454,8.543117,0.820449,0.820449
2.982821,1.353764,89.097961,1.432852,0.727578,40.979752,0,2.390271,0.179370,523.349915,5.000000,45.152054,5.215067,0.230883,0.500000
1.011659,1.555277,106.606293,0.275837,1.014716,23.845421,0,2.385018,0.569506,518.674561,5.000000,40.592575,8.056589,0.645527,0.645527
2.077396,1.564510,130.081619,1.279895,1.074499,9.901080,0,2.377975,0.251016,515.089233,5.000000,40.523167,4.733047,0.875392,0.875392
2.810806,1.440865,148.256149,1.381956,1.283488,35.038437,0,2.372523,0.125089,520.832947,5.000002,43.636375,4.051328,0.635975,0.635975
1.939819,1.943367,115.816284,0.004058,0.662358,12.000980,0,2.382255,0.876463,519.770142,5.000000,40.000015,11.007302,0.791594,0.791594
1.918286,0.745670,86.350639,0.823389,0.957211,27.924612,0,2.391095,0.140324,520.027222,5.000000,47.095955,6.305780,0.129157,0.500000
2.277662,1.444031,192.385391,0.609294,1.375998,23.062431,1,2.359284,0.175010,515.237244,5.000006,41.534885,5.692337,0.591001,0.531901
0.337283,0.145722,226.414871,0.526842,1.138510,21.669653,1,2.349075,0.090974,510.139587,5.000013,45.785431,6.679818,0.131087,0.500000
2.393127,0.840434,125.002975,0.467918,0.280234,39.528858,0,2.379499,0.143863,515.682495,5.000001,48.185200,10.566525,0.160160,0.500000
2.934548,0.381666,244.152298,0.501043,0.605180,7.926409,1,2.343754,0.000000,520.728882,5.000007,49.999973,8.834415,0.000000,0.500000
1.561582,1.726116,178.480835,0.265935,0.186100,14.799979,3,2.363456,0.490530,511.776825,5.000002,40.045319,12.252734,0.846390,0.761751
1.886889,0.805075,247.533768,0.282818,1.179687,44.760990,3,2.342739,0.072117,519.981201,5.000043,45.945591,7.392851,0.060483,0.500000
0.889983,0.366119,91.804604,1.394924,0.953357,31.926538,0,2.389459,0.115704,523.549011,5.000000,46.407291,4.747540,0.182497,0.500000
1.495438,0.756041,155.988602,0.411994,1.042554,49.935844,0,2.370203,0.262798,524.233521,5.000004,43.801174,7.422330,0.615451,0.615451
2.200122,1.557401,109.019318,0.680949,0.089862,1.435963,3,2.384294,0.517839,517.331848,5.000000,40.816307,10.447486,0.656365,0.590728
1.938022,1.204553,171.943039,0.885958,0.897692,13.327250,1,2.365417,0.217616,516.422058,5.000002,41.692177,6.296172,0.754509,0.679058
1.945171,1.917259,182.079742,0.538980,1.481953,3.535920,0,2.362376,0.255051,514.605713,5.000000,40.001057,5.591796,0.813892,0.813892
1.950662,0.779311,107.983376,0.456847,0.949634,44.451935,1,2.384605,0.149870,508.212891,5.000000,46.768353,7.602874,0.227030,0.500000
1.518078,1.466084,128.071838,0.258560,0.886266,51.319832,3,2.378578,0.399249,514.706970,5.000001,40.006279,8.665537,0.907740,0.816966
0.795240,1.774414,235.258743,1.458150,0.131006,56.229362,0,2.346421,0.223915,517.406372,5.000041,41.412170,6.939213,0.200675,0.500000
2.609626,1.881749,245.585876,0.739639,1.496158,3.999294,3,2.343324,0.099536,524.713745,5.000004,40.720795,5.022200,0.149248,0.500000
1.061241,1.798170,115.902802,1.275211,0.249814,1.304173,3,2.382229,0.302964,517.392212,5.000000,40.805473,7.165329,0.728694,0.655825
1.255839,1.302365,152.970551,0.058792,0.205264,14.656649,2,2.371109,0.396334,520.116760,5.000001,40.006374,13.460226,0.997600,0.897840
2.427199,0.101357,174.412170,0.650487,1.084144,50.710655,3,2.364676,0.000000,518.563538,5.000008,49.999969,6.452395,0.000000,0.500000
2.882205,0.303184,184.317566,1.031798,0.361332,32.386501,0,2.361705,0.000000,512.363159,5.000006,49.999973,7.653797,0.000000,0.500000
1.852857,1.687863,148.074310,0.612622,1.035880,18.990311,0,2.372578,0.385717,514.612183,5.000001,40.047661,6.736332,0.994496,0.994496
1.574852,0.235069,211.617004,0.435371,0.364567,45.504951,3,2.353514,0.000000,523.581787,5.000019,49.999924,10.296433,0.000000,0.500000
2.230816,0.928109,209.872116,1.451586,0.689857,13.827943,0,2.354038,0.076493,517.021118,5.000005,46.265839,5.264811,0.182318,0.500000
0.156498,0.916419,83.296997,0.041594,0.869439,13.470291,2,2.392011,0.258821,517.205811,5.000000,42.909367,9.740088,0.291222,0.500000
2.742976,1.739896,155.807098,0.542914,1.232258,45.649094,0,2.370258,0.290204,523.407349,5.000004,41.531101,6.322917,0.841196,0.841196
1.027694,1.975153,130.150818,1.044029,0.224487,48.422569,0,2.377955,0.486761,514.043091,5.000001,41.086784,8.145852,0.823782,0.823782
1.604056,1.988868,137.686798,0.242308,1.058567,18.456793,3,2.375694,0.336766,508.284241,5.000001,40.185436,8.015113,0.952142,0.856928
0.526801,1.882401,217.346970,1.069208,0.707201,15.873533,0,2.351796,0.194211,515.763611,5.000008,42.284084,6.319006,0.311478,0.500000
2.706026,1.256494,248.050354,0.355697,0.565348,40.898514,4,2.342584,0.147210,514.067017,5.000040,44.859333,9.691447,0.075155,0.500000
2.933972,0.258038,196.116425,1.281586,0.853014,57.953930,0,2.358165,0.000000,516.979614,5.000016,49.999935,5.282854,0.000000,0.500000
1.599964,1.512174,132.513596,0.433960,0.901224,57.675156,0,2.377246,0.515367,518.173096,5.000002,40.016830,7.878791,0.939094,0.939094
1.573332,1.764460,99.447403,1.181084,0.200965,15.858256,3,2.387166,0.391239,520.746765,5.000000,40.058495,7.696317,0.596319,0.536687
1.449845,1.230817,182.323792,0.827094,1.334139,10.784345,1,2.362303,0.190311,517.506287,5.000002,40.157082,5.212975,0.798677,0.718809
1.482524,1.290648,222.363510,1.056323,0.636313,32.451042,2,2.350291,0.106964,518.370544,5.000017,40.109833,6.589312,0.347029,0.500000
2.103287,0.845347,130.796478,0.191670,0.061582,1.773915,3,2.377761,0.235990,519.337402,5.000000,46.695114,13.533133,0.306990,0.500000
0.513326,0.794505,117.497040,1.208730,1.301740,54.855576,1,2.381751,0.198974,522.874084,5.000001,40.607029,4.377734,0.760399,0.684359
0.100115,0.554240,237.858673,1.115606,1.195994,21.900721,0,2.345642,0.113660,513.357483,5.000017,42.851418,4.835413,0.152665,0.500000
1.403023,1.711359,111.748665,0.194004,0.125405,5.112598,1,2.383475,0.924284,512.761658,5.000000,40.160995,13.092795,0.734281,0.660853
1.621347,0.783370,161.535233,0.565480,0.159866,51.324226,0,2.368539,0.378372,519.705261,5.000005,44.356796,10.687701,0.549499,0.549499
1.394913,1.745242,158.697006,1.164210,0.805718,11.823378,1,2.369391,0.242261,517.138367,5.000001,40.199448,5.736233,0.965340,0.868806
0.969774,1.021391,137.713440,0.027155,0.313536,17.826473,3,2.375686,0.649900,519.990051,5.000001,40.012760,12.954213,0.969021,0.872119
1.290056,0.224429,108.722275,0.860275,1.183386,51.534847,2,2.384383,0.000002,509.440155,5.000001,49.999870,5.528609,0.000009,0.500000
1.436244,0.788276,165.464417,0.424355,0.758881,34.454876,0,2.367361,0.345593,520.076965,5.000004,42.866947,8.500702,0.679990,0.679990
0.972011,0.560232,146.432480,0.439067,1.233304,49.803078,4,2.373070,0.220164,510.071136,5.000003,42.367142,6.656415,0.761344,0.685210
0.153410,1.466322,234.297653,0.120105,0.309639,27.369995,3,2.346710,0.253396,521.606140,5.000020,43.302418,12.390062,0.161691,0.500000
1.069907,1.037019,220.102905,0.900689,0.454543,29.263128,1,2.350969,0.273808,514.489258,5.000015,40.004967,7.800213,0.374042,0.500000
2.467920,0.780934,156.709457,0.885778,0.044760,45.049168,4,2.369987,0.043571,520.187073,5.000004,49.030201,9.645560,0.096109,0.500000
0.406719,0.498698,142.453629,0.249255,1.287054,44.530041,3,2.374264,0.281549,511.261292,5.000002,40.168640,7.125015,0.972001,0.874801
1.922678,0.671958,143.763702,1.154877,0.098342,45.634258,1,2.373871,0.075975,514.242493,5.000002,48.231102,8.208396,0.175518,0.500000
2.647504,0.843273,127.939003,0.269107,0.931457,21.516155,0,2.378618,0.058576,524.149292,5.000000,48.986172,8.427369,0.091979,0.500000
1.095781,1.309201,227.543625,0.716168,0.634065,47.139450,1,2.348736,0.261327,519.325745,5.000029,40.131878,7.819732,0.296446,0.500000
1.682282,0.243600,168.739578,1.329016,1.452801,20.004461,3,2.366378,0.000000,515.057190,5.000002,49.999989,3.822322,0.000000,0.500000
0.135160,1.328544,174.821991,0.681241,0.561527,9.666766,0,2.364553,0.296840,514.193237,5.000001,43.319809,8.251399,0.590571,0.590571
2.341188,1.973000,128.392776,1.332753,0.170951,54.685497,1,2.378482,0.385711,509.491180,5.000002,40.172607,7.242125,0.895130,0.805617
0.869166,0.375182,173.483337,0.732815,1.265993,11.962444,0,2.364955,0.113580,520.885681,5.000002,45.797009,5.653998,0.376407,0.500000
1.190442,0.987157,221.261719,1.108401,0.655509,53.770378,0,2.350621,0.243667,514.677917,5.000028,40.209690,6.358622,0.354570,0.500000
0.110756,0.850549,228.644577,0.766010,0.694825,16.584806,0,2.348406,0.201116,511.891846,5.000010,43.149441,7.399031,0.198840,0.500000
1.353824,1.588299,148.234985,1.321119,0.545739,16.898884,1,2.372530,0.275969,510.762177,5.000001,40.108372,6.039598,0.988546,0.889692
2.400226,1.145868,91.885948,0.666681,0.970540,24.667870,1,2.389434,0.236716,518.900574,5.000000,44.507282,6.774436,0.279540,0.500000
2.000764,1.078151,119.008682,0.180907,0.597984,11.450825,4,2.381297,0.416184,519.093811,5.000000,43.065956,10.405362,0.572218,0.514996
2.026842,1.975325,193.182159,0.851734,1.128184,15.773306,3,2.359045,0.165272,516.181152,5.000004,40.003384,5.707650,0.688473,0.619625
0.274730,1.078511,154.542816,1.046731,0.294318,21.533808,3,2.370637,0.232602,519.538818,5.000002,42.424854,7.855721,0.754394,0.678955
2.622508,1.003732,172.647964,1.287779,1.272357,22.918428,0,2.365206,0.050844,511.392731,5.000003,47.276012,4.270363,0.245839,0.500000
2.376200,1.669228,184.922485,0.074425,0.726436,9.334544,1,2.361523,0.432129,512.011047,5.000002,40.857845,10.291682,0.716336,0.644702
1.641489,1.110583,219.771973,1.059948,0.047112,58.187584,4,2.351068,0.259929,517.324036,5.000029,41.079643,8.830717,0.336927,0.500000
2.877561,0.269775,135.515076,0.540276,1.343412,13.948917,3,2.376345,0.000000,515.381165,5.000000,49.999996,5.988986,0.000000,0.500000
2.176723,0.832542,183.041748,1.431435,1.474334,55.354694,3,2.362087,0.025483,512.419922,5.000010,47.283848,3.592622,0.218333,0.500000
1.649037,0.205320,146.528564,1.462537,1.067822,49.338669,1,2.373041,0.000000,513.885498,5.000003,49.999989,4.334417,0.000000,0.500000
2.020193,1.167169,105.038940,1.424357,1.110137,33.657005,2,2.385488,0.084933,518.062805,5.000000,42.343803,4.325465,0.511008,0.500000
1.323651,1.864578,180.688995,1.232407,1.283546,26.943472,0,2.362793,0.177049,521.662964,5.000005,40.412060,4.365750,0.794181,0.794181
0.806640,0.958491,130.352814,0.023633,1.092711,19.972275,2,2.377894,0.248450,504.507202,5.000000,40.124710,8.789826,0.914158,0.822742
2.855231,1.126462,104.373024,0.917070,0.105263,30.198418,3,2.385688,0.150315,514.393311,5.000000,46.919933,9.212860,0.203112,0.500000
0.798647,0.256671,152.448746,0.381003,0.110590,42.293987,4,2.371265,0.066172,523.313904,5.000003,48.923988,12.012769,0.107471,0.500000
2.518563,0.864984,247.188034,1.063650,0.108838,17.820831,0,2.342843,0.052163,508.394470,5.000017,48.391418,8.546505,0.024322,0.500000
1.453805,0.215177,230.181244,0.522467,1.140864,27.869524,1,2.347945,0.000000,523.957825,5.000018,49.999928,6.686569,0.000000,0.500000
2.646517,1.809332,110.440056,1.149314,0.671243,14.013452,2,2.383868,0.156153,518.755676,5.000000,41.015167,6.181052,0.657017,0.591315
2.154428,0.661295,145.314484,0.311638,0.154926,49.290882,3,2.373405,0.045021,519.994080,5.000003,49.218418,12.164051,0.077815,0.500000
1.564564,0.374416,139.721634,0.319756,0.118587,51.491356,3,2.375083,0.003861,511.978699,5.000002,49.936024,12.336908,0.006263,0.500000
1.880971,1.611601,240.422333,0.522957,1.362111,25.865772,4,2.344873,0.154282,521.554504,5.000021,40.138630,5.984859,0.192202,0.500000
0.362493,0.652518,137.903885,0.443866,0.079914,17.813574,2,2.375629,0.325806,511.769379,5.000001,40.940548,11.820986,0.879818,0.791837
0.774143,1.704643,205.770554,0.478055,1.385118,11.945298,3,2.355269,0.144581,525.353088,5.000004,41.384144,6.050738,0.462525,0.500000
0.838646,1.948879,204.584305,0.061056,0.446430,44.064800,4,2.355624,0.398641,524.063354,5.000015,41.497791,11.917688,0.468530,0.500000
1.896538,1.312409,125.889687,0.127074,0.497107,3.568788,3,2.379233,0.517584,513.709656,5.000000,40.943016,11.242216,0.806291,0.725662
2.611066,0.908821,217.351669,0.301650,0.537302,24.633015,0,2.351794,0.081376,524.578491,5.000011,48.269348,10.097526,0.069853,0.500000
2.421196,1.305073,195.935349,1.064317,0.090935,22.048775,3,2.358219,0.196026,518.171326,5.000006,43.062862,8.620481,0.454885,0.500000
1.590553,1.909220,82.836380,0.683494,1.023950,16.447203,0,2.392149,0.509204,521.774292,5.000000,40.138329,6.540705,0.400068,0.500000
2.841931,1.442418,208.357498,1.241783,0.773632,4.985097,3,2.354493,0.093475,519.623291,5.000002,43.754322,5.607244,0.316062,0.500000
2.136698,0.657538,198.512985,1.018796,0.730963,13.621496,2,2.357446,0.009342,509.125427,5.000004,49.203568,6.403774,0.049741,0.500000
1.571054,1.283013,215.646835,0.835089,1.075498,44.801544,0,2.352305,0.226353,509.443237,5.000021,40.248779,5.908979,0.411848,0.500000
0.562474,0.164112,160.443954,0.587613,0.747731,29.383379,4,2.368867,0.017691,508.482635,5.000003,49.474529,7.878161,0.051412,0.500000
2.218699,0.318411,239.880814,0.059517,0.671128,57.315182,2,2.345034,0.000000,513.953186,5.000046,49.999813,10.659416,0.000000,0.500000
2.501332,0.124248,99.482483,1.460301,0.793959,38.249577,0,2.387155,0.000000,517.570740,5.000000,50.000000,4.976052,0.000000,0.500000
2.614284,1.235454,123.367203,0.294434,0.004890,44.089142,3,2.379990,0.385530,523.558716,5.000001,44.635513,13.224946,0.465499,0.500000
2.488142,0.116605,216.879120,0.442900,0.247812,2.104064,0,2.351936,0.000000,518.182739,5.000001,49.999996,10.874393,0.000000,0.500000
2.028262,0.596757,241.618988,1.342217,0.951752,19.847361,2,2.344514,0.003703,506.554535,5.000017,49.436974,4.878229,0.010505,0.500000
2.143751,0.822637,90.775276,0.678374,1.340324,31.530281,0,2.389767,0.111057,522.800476,5.000000,47.246021,5.598046,0.136552,0.500000
1.469563,1.772383,121.193047,0.865819,0.209720,2.917320,0,2.380642,0.640128,521.608948,5.000000,40.144897,8.971002,0.834799,0.834799
0.988251,1.821864,246.894073,0.079917,0.865066,35.191280,0,2.342931,0.340398,521.148010,5.000033,40.993748,9.576146,0.137742,0.500000
1.457713,0.952972,196.411087,0.579633,1.061443,9.478840,0,2.358077,0.265837,511.766296,5.000002,41.308708,6.761390,0.564925,0.564925
0.918301,0.629523,230.245728,0.573137,0.560850,26.435320,0,2.347926,0.325975,509.372925,5.000017,40.998619,8.712627,0.248307,0.500000
0.214369,1.710665,93.979385,0.766506,0.979839,21.487858,1,2.388806,0.270499,523.807861,5.000000,43.178722,6.414714,0.364146,0.500000
2.867857,1.754587,215.637100,0.381127,1.083368,33.463860,0,2.352309,0.255558,510.152557,5.000015,41.823181,7.385503,0.345440,0.500000
2.349507,0.830781,235.525436,1.192940,1.049851,42.430119,1,2.346341,0.026396,522.063904,5.000031,48.119133,5.004667,0.043550,0.500000
1.644550,0.359326,181.654297,1.319305,1.243768,55.656796,0,2.362504,0.000297,516.678955,5.000010,49.983288,4.264097,0.001364,0.500000
0.752504,0.753064,238.533112,0.274082,0.630341,26.435078,3,2.345439,0.269934,511.314667,5.000021,39.999920,9.772335,0.208540,0.500000
2.174301,0.162384,206.416687,0.868647,0.138703,11.340075,2,2.355075,0.000000,505.595367,5.000004,49.999985,9.282138,0.000000,0.500000
1.078639,1.734360,126.052666,1.382870,0.670390,10.807965,0,2.379184,0.307563,515.216858,5.000000,40.689766,5.502137,0.830136,0.830136
0.486084,1.181465,101.828972,0.995544,0.801857,51.581905,3,2.386451,0.247935,526.059082,5.000000,41.590389,6.253032,0.528718,0.500000
1.317366,1.716017,100.299591,0.434849,1.319838,15.449408,4,2.386910,0.334721,513.057129,5.000000,40.266235,6.388011,0.593920,0.534528
1.034648,0.895644,231.719528,0.158921,0.873486,34.610767,0,2.347483,0.380065,522.311768,5.000023,40.119617,9.166570,0.259848,0.500000
