cs_br_concentration,pb_br2_concentration,temperature,oa_concentration,oam_concentration,reaction_time,solvent_type,bandgap,plqy,emission_peak,particle_size,emission_fwhm,lifetime,stability_score,phase_purity
2.089859,1.405241,88.391541,0.407320,0.000000,60.000000,3,2.390482,0.707409,513.696350,5.000000,41.119045,12.529764,0.415698,0.500000
2.464395,1.726727,181.289413,0.228721,0.057525,60.000000,0,2.362613,0.743021,513.398743,5.000011,40.872086,13.311705,0.750468,0.750468
1.991120,1.919686,139.105576,0.470912,0.000000,47.312397,0,2.375268,0.888108,509.285126,5.000002,40.006912,12.137631,0.975866,0.975866
1.442096,2.000000,145.292557,0.539657,0.366289,60.000000,2,2.373412,0.258385,516.578918,5.000003,40.381584,9.764895,0.957587,0.861828
2.092373,1.562618,135.560791,0.501444,0.058315,53.896629,2,2.376332,0.335406,518.910645,5.000002,40.558456,11.610239,0.905594,0.815034
2.175764,2.000000,135.955841,0.138431,0.000000,39.722187,3,2.376213,0.748343,513.684937,5.000001,40.038536,14.332812,0.957615,0.861854
2.494741,1.884924,177.004562,0.690641,0.014608,54.106163,1,2.363898,0.497408,517.341309,5.000009,40.509846,10.795636,0.820220,0.738198
1.888113,1.417426,128.658859,0.135191,0.004843,45.715885,2,2.378402,0.460356,525.571716,5.000001,40.536427,14.321326,0.863964,0.777567
1.841729,1.998645,138.406876,0.547950,0.000000,55.465824,4,2.375478,0.633435,513.653992,5.000002,40.030762,11.678994,0.970482,0.873434
2.025982,2.000000,139.302139,0.071332,0.000000,54.831692,3,2.375209,0.772506,504.767578,5.000002,40.000832,14.821825,0.684102,0.879560
1.864851,2.000000,145.568481,0.459006,0.107168,60.000000,1,2.373329,0.671396,506.004486,5.000003,40.022793,11.573059,0.993808,0.894428
1.818067,2.000000,174.260178,0.279458,0.141819,57.729179,1,2.364722,0.639473,520.858459,5.000009,40.041256,12.442627,0.885282,0.796754
2.512650,1.946056,137.593826,0.130798,0.069501,50.763405,3,2.375722,0.685332,510.795929,5.000002,40.414978,13.896227,0.929446,0.836501
2.263323,2.000000,136.965103,0.657711,0.236225,56.447868,4,2.375910,0.503771,516.781067,5.000002,40.086288,9.823709,0.958248,0.862423
2.365084,1.594571,137.810364,0.376996,0.000000,41.030201,3,2.375657,0.564907,512.590332,5.000002,41.101879,12.721184,0.863757,0.777382
2.480884,1.536817,202.510101,0.051090,0.030102,60.000000,3,2.356246,0.463325,515.907166,5.000020,41.719425,14.748936,0.333932,0.500000
3.000000,1.728404,191.347763,0.473679,0.127249,56.990417,4,2.359595,0.359094,515.743774,5.000013,42.370968,11.373684,0.541962,0.500000
1.495367,1.867597,156.182663,0.161903,0.187305,57.450985,1,2.370145,0.722959,514.175537,5.000005,40.196644,12.899168,0.972868,0.875581
1.460277,1.928655,171.483932,0.388905,0.104954,60.000000,1,2.365555,0.602318,520.736267,5.000008,40.290546,11.999167,0.885325,0.796793
2.512381,1.957933,146.104294,0.510124,0.000000,40.213120,0,2.373169,0.803161,517.216309,5.000002,40.393013,11.901981,0.957786,0.957786
2.184975,1.839507,122.449066,0.131497,0.140916,60.000000,3,2.380265,0.722199,517.226562,5.000001,40.174801,13.404096,0.844132,0.759719
1.761824,1.619728,122.542763,0.497433,0.124949,60.000000,1,2.380237,0.724477,510.974731,5.000001,40.038403,11.252336,0.856734,0.771060
1.608276,1.610794,111.430435,0.151797,0.171722,55.743355,0,2.383571,1.000000,523.193604,5.000001,40.000008,13.065923,0.742655,0.742655
2.403980,2.000000,135.397064,0.440834,0.159953,60.000000,4,2.376381,0.610124,514.365417,5.000002,40.201923,11.374488,0.938897,0.845008
2.064525,1.870424,166.980209,0.367181,0.000000,60.000000,4,2.366906,0.618007,515.284119,5.000007,40.053673,12.783770,0.938896,0.845007
2.000706,1.983861,128.154251,0.398947,0.102163,54.807182,0,2.378554,0.920001,511.341827,5.000002,40.000355,11.955745,0.908933,0.908933
1.137814,1.885352,137.995819,0.255067,0.014500,48.252457,0,2.375601,0.944787,525.265381,5.000002,40.755943,13.423183,0.898144,0.898144
1.732872,1.800936,136.354919,0.000000,0.060533,60.000000,1,2.376093,0.986427,520.139099,5.000002,40.007130,14.902070,0.673932,0.866483
1.964546,1.728865,121.958954,0.152002,0.355895,52.779102,1,2.380412,0.779965,516.601562,5.000001,40.092484,11.915242,0.846579,0.761921
1.959488,1.783954,142.290802,0.220776,0.084129,60.000000,0,2.374313,0.972325,512.475037,5.000003,40.048279,13.188088,0.983412,0.983412
1.877185,1.503527,139.727951,0.252271,0.330282,54.144585,0,2.375082,0.797407,512.671387,5.000002,40.304085,11.478666,0.949344,0.949344
2.049112,1.948979,103.194992,0.334742,0.247397,59.856262,2,2.386041,0.410920,518.221069,5.000000,40.013187,11.481040,0.644383,0.579945
2.409032,1.627707,152.838303,0.562965,0.214012,40.000305,3,2.371148,0.401982,518.544373,5.000003,41.088177,10.415326,0.889746,0.800772
2.551156,2.000000,174.949020,0.102772,0.151513,45.658234,1,2.364515,0.688623,524.084656,5.000007,40.372570,13.526144,0.850048,0.765043
2.353759,1.856758,142.806488,0.138161,0.090984,42.640003,3,2.374158,0.659294,520.863586,5.000002,40.351891,13.697239,0.954877,0.859389
2.056000,1.980962,179.842499,0.289220,0.116678,49.288532,2,2.363047,0.315216,512.529480,5.000009,40.007137,12.538670,0.836246,0.752621
2.905243,2.000000,197.630768,0.039052,0.343328,49.968281,0,2.357710,0.635078,518.046387,5.000014,40.973557,12.686982,0.573400,0.573400
2.128388,1.367620,134.928696,0.390201,0.237499,49.744469,4,2.376521,0.525181,508.471680,5.000002,41.433437,11.222456,0.818609,0.736748
0.845324,1.726499,141.963577,1.093477,1.229325,40.289078,1,2.374411,0.186482,518.582397,5.000002,41.221191,4.808407,0.866614,0.779952
0.731959,1.662237,120.028992,0.673919,0.776473,19.967131,3,2.380991,0.290067,517.717712,5.000000,41.449593,7.437768,0.714438,0.642994
2.251833,1.220973,178.889053,1.210461,0.233534,2.467965,3,2.363333,0.177730,517.402100,5.000000,42.998192,7.461596,0.592543,0.533288
1.269561,1.771102,134.374817,1.414990,0.304018,28.203466,3,2.376688,0.253614,519.682068,5.000001,40.393021,6.502993,0.914914,0.823423
2.018690,0.838051,238.231232,0.652017,1.216467,32.198997,2,2.345530,0.032938,513.811707,5.000025,46.292847,6.034691,0.078137,0.500000
2.588109,0.595839,249.130798,1.472254,0.498358,11.028891,0,2.342260,0.000705,512.950134,5.000011,49.962605,5.734271,0.000523,0.500000
2.785970,1.272607,81.166344,1.357981,0.407327,45.531258,1,2.392650,0.205851,520.275085,5.000000,45.069168,6.354177,0.191151,0.500000
0.677459,0.914284,190.858322,0.006889,1.278122,58.221573,1,2.359742,0.321314,512.437012,5.000014,40.329857,8.078945,0.692513,0.623262
0.827962,0.965664,107.495392,1.085653,0.506731,9.855080,0,2.384751,0.487857,505.500214,5.000000,40.101158,6.928026,0.689702,0.689702
0.167645,1.601064,235.305344,0.013471,1.001405,57.773949,4,2.346407,0.192037,515.586182,5.000042,43.301815,9.247272,0.156269,0.500000
1.733096,1.606356,111.695557,0.012970,1.468788,40.970234,3,2.383491,0.345282,519.290405,5.000000,40.031075,7.322030,0.743372,0.669035
0.541068,0.428882,209.665054,1.482584,1.364769,52.006447,4,2.354100,0.092833,515.255188,5.000020,40.336246,3.699102,0.474167,0.500000
0.185822,1.829172,197.142868,0.060876,0.062327,55.284130,1,2.357857,0.466618,512.066467,5.000015,43.320641,14.442352,0.428244,0.500000
1.981491,1.008181,169.120987,0.479440,0.374854,13.461819,1,2.366264,0.309757,509.765106,5.000002,43.724983,10.020366,0.583254,0.524929
2.627672,0.301227,175.838287,0.519803,0.894159,38.363914,3,2.364248,0.000000,513.281860,5.000006,49.999977,7.574485,0.000000,0.500000
0.368553,0.176584,83.660271,1.463492,1.114547,8.585855,0,2.391902,0.159389,516.668701,5.000000,44.461800,4.232308,0.229671,0.500000
2.528739,0.902111,175.684860,1.311072,1.036183,18.421791,1,2.364295,0.034745,519.086243,5.000003,48.032143,4.749974,0.172460,0.500000
0.452820,1.243002,117.464554,0.107490,0.223026,49.557426,2,2.381761,0.370206,510.456909,5.000001,41.829540,13.020289,0.661152,0.595037
1.400678,0.647758,144.399673,0.148507,0.231949,9.088453,0,2.373680,0.467826,519.470459,5.000000,44.911098,12.699197,0.505708,0.505708
2.439557,1.693223,237.844131,0.725108,0.277014,7.406635,2,2.345647,0.143932,514.263489,5.000006,40.925713,9.306430,0.193891,0.500000
1.945331,0.732254,241.916000,0.284892,1.188432,27.882042,1,2.344424,0.057565,515.172241,5.000024,47.464458,7.352973,0.046797,0.500000
1.317392,1.844321,105.164818,0.313249,0.636812,39.954144,0,2.385451,0.734539,516.378418,5.000000,40.399914,9.551859,0.642202,0.642202
1.790112,0.266765,95.682404,1.002629,0.826894,15.611894,1,2.388295,0.000000,524.430664,5.000000,50.000000,6.153403,0.000000,0.500000
0.514466,1.782684,161.687195,0.751896,0.569510,16.746971,2,2.368494,0.145673,514.880859,5.000001,42.235718,7.933260,0.755504,0.679954
1.633720,1.634241,198.974197,1.487959,1.161146,18.217772,0,2.357308,0.154210,519.122253,5.000005,39.999981,4.084561,0.618972,0.618972
2.670094,0.470448,190.831635,0.691913,0.373604,46.470924,0,2.359750,0.000008,512.788513,5.000011,49.999779,9.016064,0.000013,0.500000
1.196859,0.682649,146.277603,0.144111,0.044152,55.652386,0,2.373117,0.779506,518.158691,5.000003,42.470043,13.980099,0.750911,0.750911
1.372911,0.331873,241.883896,0.165755,1.311678,23.837910,2,2.344434,0.000827,518.098022,5.000020,49.926922,7.337880,0.001349,0.500000
2.008516,1.976333,198.880432,0.540521,1.247011,8.691796,1,2.357336,0.228311,515.930115,5.000002,40.001316,6.283962,0.620027,0.558025
1.954615,0.849551,198.821213,0.975526,0.308038,43.030376,0,2.357353,0.164588,525.781921,5.000012,45.708633,8.084790,0.266417,0.500000
1.874073,1.859215,177.521622,0.224853,0.068820,53.065266,4,2.363743,0.619028,511.245178,5.000009,40.000286,13.262364,0.859401,0.773461
2.067261,1.800164,154.924927,0.538382,0.253006,60.000000,0,2.370522,0.655915,515.906555,5.000005,40.109451,10.340549,0.984267,0.984267
1.821669,1.553417,177.545486,0.196493,0.400932,54.392517,0,2.363736,0.664035,510.881897,5.000009,40.147961,11.393630,0.846487,0.846487
1.387724,2.000000,163.392761,0.031845,0.000000,55.722889,2,2.367982,0.419361,517.053040,5.000006,40.457767,15.117366,0.644418,0.828537
1.458906,2.000000,136.360107,0.381550,0.213138,56.920288,0,2.376092,0.799829,521.605652,5.000002,40.359352,11.409229,0.928851,0.928851
2.430614,2.000000,177.574585,0.159660,0.143551,52.096127,0,2.363727,0.801161,504.313202,5.000009,40.229088,13.199259,0.839247,0.839247
1.861335,1.677730,131.282364,0.000000,0.394067,60.000000,3,2.377615,0.644631,521.504578,5.000002,40.059696,12.613065,0.926762,0.834086
1.243996,1.181225,155.288696,0.487597,0.000000,47.764660,0,2.370413,0.809434,525.051758,5.000004,40.014095,12.036797,0.993019,0.993019
1.757332,1.578817,173.108139,0.373805,0.000000,52.242859,4,2.365067,0.596117,513.803406,5.000007,40.063690,12.741497,0.892981,0.803683
1.805743,1.917996,161.965668,0.078413,0.000000,60.000000,4,2.368410,0.771053,513.412903,5.000006,40.017090,14.769443,0.679075,0.873097
2.815553,2.000000,176.011963,0.332775,0.193260,47.449657,1,2.364196,0.546232,514.257568,5.000007,40.797756,11.807673,0.803751,0.723376
1.766733,1.615878,128.513062,0.000000,0.074013,47.282501,0,2.378446,1.000000,510.825836,5.000001,40.043476,14.801970,0.635483,0.907832
2.647656,1.737961,100.921349,0.110062,0.045088,60.000000,1,2.386724,0.964785,518.868958,5.000000,41.280190,14.213495,0.538628,0.500000
1.628518,1.731918,146.191635,0.402553,0.157302,59.657104,0,2.373142,0.806963,510.756836,5.000003,40.017792,11.609679,0.995328,0.995328
1.749820,1.813679,148.311615,0.063685,0.280944,56.640266,0,2.372506,0.922719,513.072083,5.000004,40.006184,12.928731,0.998811,0.998811
2.193057,1.750232,149.011871,0.124469,0.018887,57.745876,1,2.372296,0.849201,516.333801,5.000004,40.314987,14.297555,0.968311,0.871480
1.891806,1.473701,147.564133,0.548007,0.427570,54.655041,4,2.372731,0.438395,514.773987,5.000003,40.394455,9.430774,0.959414,0.863473
1.811377,1.696111,139.005554,0.185530,0.011352,57.183392,3,2.375298,0.709953,517.905701,5.000003,40.023056,13.919991,0.973863,0.876477
1.812549,1.903032,149.822601,0.524167,0.000000,60.000000,0,2.372053,0.812054,511.077209,5.000004,40.011280,11.818704,0.998864,0.998864
1.692868,1.927669,135.830170,0.459385,0.041386,51.036930,2,2.376251,0.366269,525.909790,5.000002,40.073898,11.957767,0.953539,0.858185
1.790669,1.581516,148.708588,0.459506,0.178821,46.532345,3,2.372387,0.500672,513.282288,5.000003,40.087055,11.162986,0.990963,0.891867
1.378057,2.000000,117.363548,0.251910,0.495826,59.595406,0,2.381791,0.784931,509.655975,5.000001,40.472008,10.568724,0.769989,0.769989
2.190160,1.726116,144.258102,0.269956,0.008891,59.204800,1,2.373723,0.791245,523.098938,5.000003,40.354900,13.361044,0.958170,0.862353
2.590614,1.725955,135.312897,0.127526,0.109067,54.053219,2,2.376406,0.389166,517.094666,5.000002,41.179325,13.646324,0.844822,0.760339
2.296510,1.984921,118.080605,0.563681,0.178168,57.468014,1,2.381576,0.678336,514.263794,5.000001,40.122448,10.599870,0.805662,0.725096
2.062061,2.000000,177.221924,0.165425,0.152931,40.646961,0,2.363833,0.812752,516.881165,5.000007,40.004787,13.099692,0.861838,0.861838
1.888732,1.735711,169.261414,0.365592,0.153540,56.451122,1,2.366221,0.614404,520.614441,5.000007,40.038757,11.848495,0.924884,0.832396
1.866046,2.000000,139.251801,0.410980,0.145470,60.000000,2,2.375224,0.348737,521.237793,5.000003,40.022392,11.629467,0.974971,0.877474
1.313847,1.518279,170.274689,0.196664,0.000000,48.605625,1,2.365917,0.753995,507.295593,5.000006,40.090214,13.921503,0.912764,0.821488
1.994821,1.860405,164.083481,0.300967,0.000000,52.924755,4,2.367775,0.657142,521.806702,5.000006,40.026047,13.214086,0.958602,0.862742
1.574720,1.646932,149.934357,0.348268,0.147709,48.243652,2,2.372020,0.344640,512.485474,5.000003,40.009594,11.986463,0.999038,0.899135
1.922683,1.946017,140.651962,0.057942,0.328981,46.671677,0,2.374804,0.932598,512.735535,5.000002,40.000710,12.658200,0.982604,0.982604
2.799460,2.000000,148.739395,0.157508,0.283175,29.711977,0,2.372378,0.797815,512.392395,5.000002,40.767834,12.322478,0.922922,0.922922
2.043497,1.816589,92.491913,0.121628,0.006159,51.762676,0,2.389252,1.000000,514.609253,5.000000,40.077705,14.409293,0.512099,0.512099
1.890889,1.796814,173.044098,0.132263,0.235490,59.947628,3,2.365087,0.534873,518.958618,5.000009,40.013660,12.780112,0.898008,0.808207
2.167558,2.000000,147.196640,0.463759,0.000000,56.444363,0,2.372841,0.854563,502.331268,5.000003,40.035019,12.181121,0.994932,0.994932
2.022858,1.746016,163.361832,0.330449,0.102844,52.373692,1,2.367991,0.664272,519.239258,5.000005,40.124893,12.368094,0.952869,0.857582
1.876531,2.000000,184.967590,0.330524,0.262763,55.202568,0,2.361509,0.650009,503.809906,5.000011,40.018993,11.417224,0.781569,0.781569
1.422280,1.593645,157.225967,0.456323,0.016051,60.000000,0,2.369832,0.806277,507.263428,5.000005,40.057625,12.128764,0.983907,0.983907
1.641506,1.768157,139.539352,0.222279,0.381227,51.656319,2,2.375138,0.337372,509.700287,5.000002,40.025612,11.359040,0.975846,0.878261
2.221102,1.864861,168.725876,0.492737,0.220257,56.206448,4,2.366382,0.480280,514.656372,5.000007,40.180779,10.753914,0.915415,0.823874
1.835699,1.590784,135.342453,0.003108,0.575829,58.018936,0,2.376397,0.832749,521.768982,5.000002,40.117809,11.499436,0.946655,0.946655
2.551050,1.940328,151.027954,0.473672,0.000000,47.374466,1,2.371691,0.662803,518.300049,5.000003,40.483265,12.120894,0.951471,0.856324
3.000000,1.951658,158.871750,0.355612,0.163677,29.731300,3,2.369339,0.449876,511.417816,5.000003,41.343426,11.847565,0.852136,0.766923
0.984853,1.836750,155.227325,0.332906,0.437960,60.000000,0,2.370432,0.602839,519.823730,5.000005,41.019741,10.447200,0.893130,0.893130
2.160085,1.909299,153.049088,0.259544,0.257276,54.230671,1,2.371085,0.664154,517.006958,5.000004,40.085876,11.862197,0.989569,0.890612
2.087372,1.706808,124.084023,0.124164,0.073929,55.401028,1,2.379775,0.934110,523.015625,5.000001,40.245506,13.911562,0.852838,0.767555
2.280773,1.949804,101.344971,0.415797,0.423557,60.000000,1,2.386596,0.689683,508.606232,5.000000,40.143032,10.095500,0.613933,0.552540
1.556890,1.814613,118.190216,0.269107,0.155983,60.000000,1,2.381543,0.839246,520.162476,5.000001,40.100346,12.418929,0.808594,0.727735
1.955641,1.949667,153.445084,0.073694,0.323071,54.726963,1,2.370966,0.724291,511.154297,5.000004,40.000031,12.596061,0.997624,0.897862
2.241953,1.711503,143.480743,0.336252,0.167416,59.108368,3,2.373956,0.540545,510.864410,5.000003,40.468925,11.940457,0.945039,0.850535
2.197240,1.891219,161.231033,0.294698,0.363138,48.575047,1,2.368631,0.577743,510.724640,5.000005,40.130043,11.054623,0.962406,0.866166
1.579591,1.565003,178.211853,0.686349,0.015340,54.169979,3,2.363536,0.417755,517.206238,5.000009,40.000401,10.814871,0.852804,0.767524
1.964270,1.683266,148.944229,0.035551,0.202767,57.193405,0,2.372317,0.974301,508.745087,5.000004,40.138363,13.634558,0.985942,0.985942
2.131363,1.742712,164.796921,0.504450,0.030787,52.285770,3,2.367561,0.486926,513.237610,5.000006,40.245590,11.753468,0.933646,0.840282
2.762724,1.811694,184.500656,0.202139,0.143659,56.762447,1,2.361650,0.558982,516.642090,5.000011,41.287060,12.921178,0.686712,0.618041
2.299864,1.910316,166.585983,0.031681,0.000000,60.000000,0,2.367024,1.000000,517.454163,5.000007,40.205738,15.118609,0.648895,0.926992
2.123093,1.943792,187.574112,0.076605,0.326060,53.551926,2,2.360728,0.302844,516.133972,5.000011,40.042408,12.558956,0.750799,0.675719
1.955139,1.661972,148.449417,0.156955,0.245461,55.865284,4,2.372465,0.655560,518.755920,5.000003,40.154362,12.560522,0.984089,0.885680
2.016605,1.979522,92.725418,0.233655,0.296382,60.000000,1,2.389182,0.897643,518.083008,5.000000,40.001755,11.784064,0.518793,0.500000
1.781778,1.917857,181.674194,0.170779,0.000000,53.541039,1,2.362498,0.729378,517.748779,5.000010,40.025101,14.102855,0.816141,0.734527
2.605022,1.730927,164.354416,0.090981,0.123060,42.200890,4,2.367694,0.613759,505.701080,5.000004,41.197098,13.801076,0.844749,0.760274
1.637693,1.819190,131.460648,0.235030,0.594177,60.000000,1,2.377562,0.602959,518.760559,5.000002,40.049637,10.146848,0.928933,0.836040
2.184107,1.684126,152.874207,0.196285,0.000000,57.001045,3,2.371138,0.635552,502.941071,5.000004,40.431099,13.924140,0.955309,0.859778
2.218861,2.000000,98.691589,0.254839,0.315483,59.997391,3,2.387393,0.674607,514.373352,5.000000,40.059692,11.549083,0.587136,0.528423
2.280979,1.784400,126.963196,0.276796,0.000000,41.057587,0,2.378911,1.000000,512.589539,5.000001,40.379818,13.374750,0.865142,0.865142
1.392674,1.903705,142.896042,0.371685,0.095938,45.138386,4,2.374131,0.632268,509.877563,5.000002,40.353878,12.157609,0.954924,0.859432
2.129624,1.740343,141.436630,0.148745,0.000000,53.548958,1,2.374569,0.884985,512.803223,5.000003,40.247051,14.259087,0.961094,0.864985
1.749746,1.833199,173.536423,0.364632,0.000000,53.215256,0,2.364939,0.802273,521.896912,5.000008,40.010326,12.800071,0.894197,0.894197
1.468317,1.452697,167.612045,0.000000,0.062370,53.738873,4,2.366716,0.758903,516.539734,5.000006,40.000553,14.888386,0.657856,0.845815
0.389286,0.440704,136.413406,1.263087,0.449775,12.674605,0,2.376076,0.390908,511.992401,5.000000,40.067829,6.523007,0.957217,0.957217
1.047455,0.740788,132.601669,0.360456,0.498132,33.086460,0,2.377219,0.650777,524.142761,5.000001,40.821178,9.998876,0.863961,0.863961
2.295753,0.468146,217.661911,1.112491,0.145929,5.699450,0,2.351701,0.000174,516.478394,5.000003,49.995087,8.187074,0.000196,0.500000
0.231671,1.684626,176.537720,0.678707,0.173820,36.874264,1,2.364038,0.328310,512.301758,5.000006,43.105988,10.029222,0.598825,0.538943
1.412280,1.864946,87.056854,1.347230,0.601003,46.002159,3,2.390883,0.278725,517.140686,5.000000,40.290276,5.798794,0.439628,0.500000
2.925660,1.025361,224.769928,0.354748,0.809778,32.584278,0,2.349569,0.065477,519.209290,5.000019,48.204525,8.580594,0.058691,0.500000
0.835124,0.717134,89.978851,0.384603,0.067470,57.821922,1,2.390006,0.945886,520.600891,5.000000,40.134438,12.252501,0.479965,0.500000
1.376105,1.674482,172.794510,0.622367,1.366219,54.000347,1,2.365161,0.223936,514.858398,5.000008,40.157475,5.682967,0.887103,0.798393
0.115519,0.847354,86.972977,0.962304,0.540786,42.447556,3,2.390908,0.266108,523.859741,5.000000,43.113098,7.244351,0.311161,0.500000
1.167737,0.782033,208.794067,0.472319,0.884233,41.480549,3,2.354361,0.205167,507.462860,5.000016,41.145145,7.795060,0.443537,0.500000
2.332206,0.568950,184.045547,0.384340,0.499649,58.970203,4,2.361786,0.003319,526.190735,5.000011,49.917850,9.872689,0.006512,0.500000
2.958472,0.802638,224.210800,0.297045,1.194204,31.236048,0,2.349736,0.007980,518.726196,5.000018,49.728634,7.287366,0.009018,0.500000
2.688181,1.825736,238.289230,1.425733,1.152761,17.085239,1,2.345513,0.098980,513.368469,5.000013,41.055679,4.231344,0.188140,0.500000
1.330764,1.778448,177.694687,0.199779,0.854816,27.795286,4,2.363692,0.360810,524.393555,5.000004,40.311848,9.065438,0.831036,0.747932
1.424134,1.079690,135.467102,1.303992,1.036119,28.962469,1,2.376360,0.206157,513.940430,5.000001,40.496136,4.766971,0.911077,0.819969
2.239727,1.905859,235.844528,1.026925,1.425972,38.259457,0,2.346246,0.143944,514.702698,5.000028,40.152157,4.505587,0.225553,0.500000
2.554660,0.243484,136.921326,0.875057,1.428496,50.018562,0,2.375924,0.000000,515.283142,5.000002,49.999992,4.854909,0.000000,0.500000
0.922009,1.713507,197.671310,0.429789,1.192713,49.435921,1,2.357698,0.230494,519.097534,5.000014,41.011845,6.824476,0.570527,0.513474
0.584286,1.565472,98.874840,0.409594,0.584627,12.824839,0,2.387337,0.629955,507.845337,5.000000,41.783318,9.343266,0.487154,0.500000
2.428683,0.413632,89.596603,1.439004,0.180149,49.867226,2,2.390121,0.000002,519.210999,5.000000,49.999928,6.835914,0.000003,0.500000
2.746269,1.095399,185.353531,1.470878,1.377581,4.238985,3,2.361394,0.030950,525.832458,5.000001,46.787922,3.697058,0.250163,0.500000
