cs_br_concentration,pb_br2_concentration,temperature,oa_concentration,oam_concentration,reaction_time,solvent_type,bandgap,plqy,emission_peak,particle_size,emission_fwhm,lifetime,stability_score,phase_purity
1.5081360054477264,1.6222692669280103,194.85591920249857,0.6679689387824533,0.4328467835855285,35.04878833757803,3,2.414,0.706,513.5,5.2,58.5,18.7,1.0,0.952
2.209436748214181,0.5524651246445871,129.59631339345628,0.5982408453323806,0.475934214944491,24.93368802443868,1,2.337,0.079,527.2,5.5,56.2,16.5,1.0,0.5
0.6737544673070522,1.951159803749581,175.74214625768235,0.901682955928244,1.1929496067339143,57.291849338834645,1,2.417,0.428,514.1,4.7,60.2,19.9,1.0,0.748
2.3082252665300684,1.579931335561923,229.00844203838875,1.1655332764962796,0.8281116283265686,28.904320505956555,3,2.464,0.519,501.7,4.9,61.0,18.0,0.925,0.849
0.8618901557230212,1.1299058321335291,210.6040235273489,0.6493527595103297,1.0988256437618098,58.691006683948466,0,2.448,0.718,502.5,4.7,62.5,19.3,1.0,0.89
2.6708056078858977,1.4072043322736014,182.873527443875,0.19584385612122335,1.0713483185590262,39.186564311490244,4,2.327,0.359,533.5,4.9,60.3,18.5,1.0,0.645
0.22611885803798046,0.48108818828188027,140.68140642880314,0.4446848971809536,0.3948726624444357,37.57805484209203,4,2.422,0.445,514.7,5.0,58.9,19.3,1.0,0.796
0.5106111677277184,1.2306504174286843,113.24425426808673,0.165539516651881,1.1789478946480898,40.2067475561574,0,2.303,0.51,539.9,4.5,61.7,18.8,1.0,0.795
2.629538604325412,1.0129814653227345,113.37648764672764,0.022475676855652882,0.08838842458024387,38.19398634830962,0,2.392,0.172,519.6,5.0,59.2,14.2,0.807,0.5
1.8183235049468183,1.273023678564787,142.72119051208492,0.9993309085639297,0.6487524263365054,26.850808897001997,3,2.354,0.522,526.3,5.3,54.2,17.5,1.0,0.788
0.49904925423009516,0.9548658942469955,214.72263778425724,0.2722168705536774,0.7280572842796063,29.25548610540417,0,2.371,0.572,518.0,5.8,52.7,17.0,1.0,0.792
1.4964342138211284,0.12858698653693026,211.9739393418167,0.726078354979611,1.1966010148599424,59.25678692804068,1,2.396,0.014,515.8,5.2,57.5,19.5,1.0,0.5
1.814277032439313,1.072377154219316,100.17001205406913,0.1651636931743765,0.46091944911855304,5.956339318491262,2,2.294,0.381,540.0,5.1,58.6,17.9,1.0,0.778
0.711485483665107,1.328909633738402,146.58925236558997,0.9708867659571667,0.4797863439617066,42.58164203686974,0,2.296,0.633,542.0,5.4,58.5,17.5,1.0,0.798
1.255038320623151,0.14817478218842078,211.88961684036127,0.5896251745431075,0.35472865584458596,19.46529989567071,2,2.463,0.029,505.7,4.4,63.9,20.8,1.0,0.5
0.4558036819523259,1.5329329565216423,105.77306502308187,1.0567523200791367,1.4792760687646207,44.27785000910267,1,2.331,0.415,532.4,6.5,50.7,18.4,1.0,0.748
1.7887207886045595,1.178979327075255,153.19398370104813,0.836449788838304,0.4154287049738426,1.9905791891918838,1,2.354,0.553,526.3,5.8,53.9,16.7,1.0,0.73
0.34875832180989674,1.7174184962185817,157.7073742045273,1.231711026712241,0.5404225930977082,38.33997786630251,3,2.357,0.413,527.2,4.8,63.5,17.3,1.0,0.657
0.8460136353085574,0.2303772061341799,200.61460379296557,0.36645554604495756,1.368140388162462,10.949496354829556,3,2.451,0.04,507.9,4.6,61.0,19.0,1.0,0.5
0.25557709394505823,0.6544780106433056,210.77147589095136,0.8163920587788467,0.1882492012320428,16.114356035127912,3,2.408,0.435,513.8,5.0,59.0,20.3,1.0,0.788
1.2478223599540137,1.417776117324252,113.97532885954818,0.8915052156984898,0.41690067974799977,59.883369659934225,3,2.257,0.711,551.4,4.6,65.4,17.7,1.0,0.977
1.344884682771137,0.7108814116125497,207.28029012311936,0.3279026746959316,0.9846621355664502,48.01643436190658,1,2.454,0.397,502.9,4.5,62.5,18.1,1.0,0.61
0.7695834340455783,0.11615183421481806,218.14373422036147,0.5869142911356812,0.7040763854548355,29.49656856943805,1,2.362,0.0,526.5,5.1,59.1,19.9,1.0,0.5
0.86385979042692,0.9931332443196722,238.0908298617391,0.21016379961085901,0.14344302092778138,50.40940636973009,1,2.491,0.637,496.8,5.0,60.2,18.8,0.928,0.968
0.6495930227732717,0.5797481393683281,184.72549784656206,1.0098955162751662,0.9626551970598682,54.70083250867908,3,2.397,0.71,517.8,4.0,71.1,18.5,1.0,0.983
2.298881783037789,0.26999526645731514,141.71130333448605,1.4695547140831442,0.14469547530885013,19.39531469240231,1,2.472,0.0,505.5,4.4,67.3,16.3,1.0,0.5
1.6463908205587952,0.3749207906281208,145.74633769522592,0.5237021830244805,0.5366702675820791,3.4860686577867916,0,2.374,0.056,523.5,4.8,58.5,17.8,1.0,0.5
1.2868859159664163,1.7602063693105263,176.5602988101619,0.6812848004377106,1.2588579083391254,25.66674789692096,0,2.43,0.662,513.4,5.5,54.8,18.5,1.0,0.929
2.5967479890494873,0.19994327255136368,200.37240236523604,0.3104857858570506,0.7919335817053272,41.974879711536936,0,2.444,0.0,509.7,4.3,65.9,19.6,1.0,0.5
2.195848130612359,1.7255032664103314,225.27505169609682,0.31783583069871,0.3019425342584091,22.874807285706108,4,2.481,0.534,497.6,6.0,50.8,18.9,1.0,0.901
1.0118435707108078,0.49923133411520604,103.18608666944937,0.7349625396635875,0.8997895071298251,16.146249504554326,1,2.443,0.334,502.9,5.5,56.5,18.0,1.0,0.593
0.672551203827675,0.3225454139635858,112.46733003513242,0.0493741475957124,0.8983648061864858,6.102132839923242,3,2.273,0.26,550.2,4.5,65.7,19.2,1.0,0.533
1.0525672576176084,0.44803450258450217,223.0405523732792,0.2935220587752582,0.11101511950356108,42.209939459674125,0,2.459,0.196,500.6,5.2,57.7,18.4,1.0,0.5
2.3130428959328615,1.7730721244386427,165.26782265781458,1.0759945197555276,0.7276949096928537,21.41421094753116,0,2.424,0.7,508.0,4.0,68.0,19.4,1.0,0.89
1.8413585766024358,0.35373680809026353,150.83155982909142,0.6923054904343172,1.120987879084627,30.08799801018035,1,2.431,0.032,510.2,4.7,62.9,17.8,1.0,0.5
2.0651030456971413,1.134313068617976,209.70697749984748,1.4027210687462799,0.4019993985385319,6.206864337725059,0,2.396,0.4,517.7,5.1,54.2,19.0,1.0,0.708
1.0362024049165603,1.1325679985525552,175.9584194346865,0.5190677150768412,0.8486872634126533,41.583278082509544,2,2.506,0.747,490.8,4.7,63.8,18.6,1.0,0.948
1.1448240078448944,1.8568156257976287,249.61234455408697,0.39020571689806377,0.9820375972530062,42.18788704637211,0,2.506,0.625,496.0,4.7,63.4,17.8,1.0,0.861
0.47311442126846404,1.0982731883344377,217.8806283063244,1.0900180917363702,0.2592941639217276,24.16703209529861,1,2.312,0.522,536.0,4.8,62.3,19.3,1.0,0.762
2.8355768875294878,0.7861943413972168,88.66223651110363,0.44744884703991894,0.20808424114183782,22.817030033212372,1,2.297,0.092,539.0,4.6,66.8,16.6,1.0,0.5
0.8117888641702375,1.5396585455727942,183.11874357273206,1.4397489169447033,1.402819544162571,51.03415425899562,1,2.44,0.503,508.9,5.6,57.2,18.2,1.0,0.844
0.9946288712772999,1.4996213942239556,111.73036917318005,1.1472332651532124,1.2451909367225191,44.31040917893125,3,2.274,0.589,551.8,5.1,60.5,19.4,1.0,0.883
1.3134714172656123,0.8689895058535195,249.54273210933465,0.12627247022166826,0.20145666833130643,2.1044861190559843,3,2.543,0.395,480.3,5.8,58.9,18.8,0.899,0.806
1.3856340905840867,0.598663913728524,132.76217427550063,0.5258399235156448,0.8949816337928862,43.71436265564804,1,2.369,0.306,515.8,4.7,60.6,19.4,1.0,0.5
2.231529529472301,1.1065495949947113,188.7834199705116,1.2635794851214455,1.1029543893499063,38.03557733953829,0,2.409,0.332,513.2,4.9,58.5,19.0,1.0,0.567
2.9109018279627215,1.735448983726268,243.32688680577147,0.6730350626172131,0.5806941965161969,10.450997734445453,2,2.383,0.451,521.9,4.6,62.6,16.9,1.0,0.708
2.474196399213558,1.843771737443157,119.0029132882128,1.3703466568094806,0.16881655026301579,37.83735281797145,0,2.356,0.687,529.5,4.8,62.8,18.2,1.0,0.874
1.8927566475336641,1.718820181305898,98.02424399334949,1.2621186878968897,0.8228298257695987,32.83736507125313,1,2.296,0.808,540.3,5.1,60.6,18.2,1.0,0.96
2.2758231055316194,0.8993525161423848,146.45545427655816,1.2589749338210372,1.2544852913406483,47.553910619375245,0,2.351,0.181,525.3,3.5,77.3,18.5,1.0,0.5
1.9762025250753703,0.21745945593873117,183.9082463607645,0.002158163064755414,0.02715265715976589,42.04082958681409,1,2.334,0.0,528.0,4.5,64.3,7.5,0.815,0.5
2.4318506190325464,1.5688230127477687,140.17115469129067,0.14592151458983776,0.47838416433242237,55.6641186591893,0,2.383,0.558,524.0,5.4,56.4,18.2,1.0,0.774
1.787077384225034,0.2751889011151787,205.64461545914128,0.029474198480287483,0.11317316139591904,20.99453951527653,0,2.451,0.002,503.7,4.7,61.6,14.2,0.901,0.5
1.2323199436970411,0.7931050984088467,242.5363066538615,0.5114286623239221,0.704643175635199,14.35906376218962,0,2.551,0.599,488.3,5.5,55.2,18.6,1.0,0.752
1.2292849151700427,1.875200059254957,104.17907920321545,1.3724150623676319,1.1297922082999265,33.86977514219993,0,2.304,0.728,535.3,5.8,54.8,18.3,1.0,0.864
0.30869013448143573,0.4384629933942975,184.32433067251225,1.0680928947428043,0.7904462899700642,10.388454461471042,2,2.42,0.623,514.9,5.1,58.3,19.6,1.0,0.848
1.4275607238261994,1.3797841857163868,111.02726476672427,0.5580101557346288,1.2329840944693202,6.949001350430678,1,2.275,0.845,549.7,4.8,57.5,18.7,1.0,1.0
2.2301226784992996,0.8850519027629047,234.4151710988561,0.5104519450757501,1.1216140945954731,22.42146722103118,1,2.404,0.245,515.5,4.8,57.0,16.6,1.0,0.5
1.0409605751201723,0.5312404540121853,203.08615880466874,0.9201770755328353,0.7142235493189472,14.892140394071449,1,2.443,0.341,510.7,4.7,61.7,18.0,1.0,0.607
1.4976341680406793,1.8572308842768763,143.23882154587312,0.3427445968898096,1.3757471410418356,50.50222704255245,0,2.413,0.789,519.6,4.8,63.1,17.1,1.0,0.949
2.7548371909688036,0.5537906841593576,131.81140778177416,0.6123846213889428,0.9085233342946193,39.664772012948276,0,2.26,0.029,552.0,4.1,71.3,18.0,1.0,0.5
2.472819213541064,1.681476981989783,98.43432533177034,0.5596217323019492,1.453334775363579,38.0537141053677,1,2.297,0.578,535.3,4.5,64.4,17.0,1.0,0.815
2.863940958249282,1.406561996417219,171.7570989349192,1.318254428569428,0.48207532532454234,22.516805160056396,1,2.429,0.332,505.1,4.3,67.8,16.4,1.0,0.601
2.9323016582544845,1.3498973794052842,141.44382995921725,0.96303989105742,1.07755797685114,30.20611512849124,1,2.358,0.319,523.5,4.6,59.7,17.0,1.0,0.53
1.2066349873143618,0.9148161934135305,170.6018423998985,1.333693285726318,0.16252049234775845,50.201899793242085,0,2.359,0.678,524.7,4.6,61.8,15.5,1.0,0.863
1.9406553654887289,0.6712124733157709,138.79016125782292,1.4409686597949283,1.1648482055332576,29.516054749941745,1,2.447,0.17,500.4,4.4,66.6,16.8,1.0,0.5
2.418843312036439,0.3942429064103842,127.64479518329267,0.9172619844369199,0.8552856250349985,50.38149949014723,2,2.332,0.005,532.1,4.4,64.9,18.6,1.0,0.5
2.1766645679011796,1.3655547334257288,121.40808183718804,0.812499784067227,0.3894960948230536,37.40195936079653,4,2.362,0.4,525.7,5.1,59.0,16.7,1.0,0.79
0.5138855995123621,1.2471581919977377,138.96244603605416,1.380003017926926,0.8069642948510503,38.88405303009026,0,2.368,0.578,515.5,5.2,57.9,18.0,1.0,0.774
1.842410791219665,0.9563380662374477,99.90595083031977,0.5741546756024247,0.032363313917995684,3.7108622317950526,1,2.36,0.343,526.4,4.6,64.3,17.3,1.0,0.671
1.2489508047554312,0.36069190628192616,228.34167996871787,0.8859692459153797,0.8648277088351763,27.03290891840217,0,2.404,0.11,512.5,5.4,57.6,19.2,1.0,0.5
1.7670757848161889,1.572757561324247,99.94516357416158,0.5670230053286143,1.2186186890615767,13.454028070131644,0,2.331,0.864,537.0,5.5,58.8,18.4,1.0,0.971
0.8969368076502424,1.8581400272161457,148.48771773147095,1.404847863033155,0.8358077665184542,1.8732719421127473,1,2.313,0.528,532.9,4.9,62.8,15.8,1.0,0.752
1.6080828514022807,0.6570707869702278,226.51015892091206,0.9724124702407184,1.4281625780297809,42.373471909193555,0,2.426,0.314,504.4,5.6,54.8,17.6,0.944,0.5
2.7289475169716533,1.9057240181041173,133.77662731460114,0.4965987719721687,0.9879960481864227,16.27694046020678,1,2.296,0.559,535.4,4.4,61.5,17.9,1.0,0.872
1.9839186304621454,1.4361938544134445,110.59972539517146,0.6386201026293419,1.3126700419403887,56.3735163913633,1,2.329,0.585,528.5,5.6,55.1,17.5,1.0,0.928
2.29239808267097,0.37783870551980403,105.51045991962656,0.7972751083956799,1.3152631952117437,30.477169254791626,0,2.275,0.0,539.5,5.0,61.3,19.1,1.0,0.5
2.2605762875523245,0.16413855638107488,114.04734149944167,0.914998093796216,0.8517707454178423,39.594252381281585,0,2.356,0.011,525.0,5.4,55.2,17.1,1.0,0.5
1.4912327948461646,1.1709762083291604,223.48242699812988,0.34092021739320316,0.32317475798771567,55.2284867947709,2,2.532,0.656,485.7,5.3,56.8,18.4,1.0,0.893
2.91227818262139,0.9407961863713247,118.04804188734943,0.33540131977877846,1.3956303971549575,16.380502616865428,1,2.375,0.117,525.0,4.6,64.5,19.0,1.0,0.5
0.9798539997764947,0.8641273338623904,101.60848073553477,0.8987107074568138,0.7670355913431808,17.955994614734774,1,2.311,0.764,537.1,5.0,61.8,20.2,1.0,0.965
1.4181905524137612,0.3713824902282017,165.69735591033205,0.9853138343935737,0.8781518968001059,46.015564058636485,1,2.375,0.058,522.7,5.6,56.8,19.2,1.0,0.5
0.44323997029562556,0.38319575709878195,246.42295039204703,0.45897555719444,0.7640215300515397,16.594008594889775,0,2.469,0.789,495.1,4.8,60.1,19.5,0.996,0.941
0.38779402717942313,1.617040995383633,188.89729071984664,0.4174186192011069,0.562650966497249,42.38919309129842,1,2.335,0.433,535.3,5.8,57.5,17.4,1.0,0.705
1.622264705723571,0.5951075754861508,101.89900048151097,0.185570450409746,0.12956633314791155,45.17260622086696,0,2.229,0.202,557.4,4.3,65.3,18.7,0.937,0.5
1.0038606717847374,0.15866936258989606,108.08894391693282,0.6757465279879955,0.9896634808360925,9.178181066491161,1,2.335,0.0,531.9,4.7,62.4,17.4,1.0,0.5
2.7419476559101668,1.7987098193532411,159.63429833269163,0.708592762948552,1.4383202894694538,21.0006091216608,0,2.385,0.552,516.7,5.8,55.9,18.3,1.0,0.783
1.1636863616975202,1.2608413727769827,161.192313973586,0.30796835727290534,0.3319856049613543,50.52512000139427,4,2.432,0.651,505.9,5.3,62.7,16.7,1.0,0.988
1.9469202347647003,0.3598601911468302,229.55881992863777,0.9121082388472842,0.5293411769590285,38.84640028362101,4,2.463,0.013,506.6,5.7,55.2,20.0,1.0,0.5
0.11634594721328131,0.84645387205678,244.83115418311922,0.22351432561315626,0.7984823862154378,32.96204342643934,3,2.366,0.359,522.0,4.7,64.1,18.3,1.0,0.635
1.0756906262161794,0.2127575847920118,198.39288028805873,0.5396799447799112,0.9574793940361976,13.224647136607604,3,2.409,0.058,513.3,5.1,59.4,18.4,1.0,0.5
0.3901275425438986,1.5878272646786527,131.42164565923366,0.7453687363426966,0.8727196224330362,9.290109800085043,0,2.361,0.526,526.0,4.4,65.6,18.7,1.0,0.704
2.4023909667578347,1.3030324403056874,238.31169758529313,0.00898444947249416,1.3961313954654457,16.03941738406706,0,2.49,0.468,497.5,5.6,54.7,18.6,1.0,0.692
1.3196200791375985,0.1839746804803602,206.11667145078832,0.3995528001433523,0.21802830869428003,29.807443645791455,3,2.438,0.021,508.6,4.4,64.6,16.6,1.0,0.5
2.4436325875662366,0.6861435875429214,119.29785948774358,0.921168912574411,0.08376835491244738,3.299848624084532,0,2.332,0.117,531.1,4.6,62.2,18.0,1.0,0.5
1.113128283477518,1.120563111299067,220.1337027457171,0.05922901577915585,0.6369196094817342,1.3518482066002164,1,2.449,0.816,505.8,5.1,58.2,19.9,1.0,0.96
0.3442319370403601,1.0068520079015912,209.88127181466223,0.6367550618134022,0.34747019952184655,32.61408988133441,2,2.35,0.512,529.0,4.2,67.4,18.9,1.0,0.744
0.6714041434967749,1.4948406613589929,134.373623542507,0.13963779222463168,1.0577928319031913,42.89063080204194,4,2.301,0.487,537.1,5.2,59.3,16.8,1.0,0.793
1.6715193708406564,1.3830980438501639,111.1856498680306,0.12829886662685402,0.08034015531254507,27.96757225682421,3,2.33,0.437,534.4,4.6,62.4,16.1,0.965,0.926
0.638372346278883,1.2641286756500716,125.03753645925494,1.2213029918406342,1.003843198775491,5.653902063005505,4,2.271,0.478,546.2,4.2,67.6,19.7,1.0,0.834
0.6380504044589597,0.40197325029093534,193.5412771750028,0.013674872649094505,0.49782916939036276,52.975949590959026,3,2.392,0.437,515.6,4.9,57.7,18.0,1.0,0.788
0.7673250969375002,1.1239165548061218,179.46645325235204,1.222314298110567,0.8333297093595051,55.9424449768769,2,2.398,0.594,512.9,5.2,62.6,15.8,1.0,0.893
1.7249601065529918,1.9558875586751994,171.76698594220656,0.9495813316074918,1.1255650488092048,41.087038367150356,3,2.373,0.659,526.7,4.9,62.8,17.8,1.0,0.944
2.6876605079593534,0.7677017183724159,242.9796212452684,0.1846524622252973,1.099342687613278,7.849602000698473,2,2.343,0.117,526.2,5.1,61.3,16.7,1.0,0.5
1.1781076403597461,0.7911293554879438,88.08905365596854,0.23227908831077532,0.878339470113256,3.556625680777934,0,2.261,0.563,549.0,4.6,61.8,16.2,1.0,0.795
2.42970476658695,0.26914272854046034,120.94240460288738,1.3175036913416809,1.2365062074299302,31.51485255909186,2,2.378,0.0,521.5,4.9,60.1,18.2,1.0,0.5
1.5804899758470983,1.8458581531494969,231.64213403546006,1.1471799490704382,1.0133741023708878,51.680224311832546,4,2.413,0.636,512.6,5.6,54.2,19.5,1.0,0.939
0.1930775397244806,0.36653012120779327,183.81571800831523,0.2843641575277656,0.10433302458058336,16.2613843449581,1,2.302,0.466,541.5,5.1,61.1,19.2,1.0,0.798
0.6909834312263982,1.2549066289965278,233.0274326220699,0.2508292919964664,0.0631267496475289,39.476736698717325,4,2.435,0.433,504.3,6.3,51.2,15.8,0.973,0.733
2.169741778113285,1.9126647662859937,186.10680247566006,1.4611287174859817,1.4436794478593287,58.633296209998925,0,2.386,0.758,520.5,4.9,63.0,18.3,1.0,0.95
2.764552921266095,1.1067317601582014,100.17521971098513,0.07988496448708282,0.9182453106235133,22.840477194212415,4,2.352,0.194,530.2,4.7,62.9,18.8,1.0,0.5
0.881002091892235,1.8472356748456706,119.62057212621788,0.046467786329599525,0.13620080426511583,55.94136053023126,1,2.227,0.392,552.0,5.8,52.7,14.6,1.0,0.758
2.103262164096535,1.0747784735178345,124.32557875389585,1.3383403042569004,0.7646845870729214,26.417494761707626,1,2.397,0.355,514.7,5.0,62.5,17.8,1.0,0.573
0.8664817400072203,1.9069687060314973,248.66086643567536,0.28640575766613297,0.5798013548524033,53.437444612235325,0,2.52,0.489,492.7,4.4,65.4,19.5,0.985,0.749
0.8491248310284526,1.5637445714740987,107.66544406768132,0.10405854045062757,0.9882165644004461,13.99654087577615,0,2.351,0.645,535.0,6.1,55.9,18.5,1.0,0.793
2.062483858718172,0.21974720583920218,139.20093725221636,0.670969619440836,1.27097133692252,28.62153393748657,0,2.262,0.029,547.1,3.9,73.2,18.1,1.0,0.5
2.5906039954806794,1.3413426994785662,155.79998087559977,1.0579466001519582,0.37777004703248024,23.664485868027217,1,2.322,0.364,534.9,6.2,53.9,18.9,1.0,0.616
2.985501376166942,0.7717264146780749,96.84370275278877,1.2711987753517557,0.19721341926232294,51.981642362864825,0,2.286,0.036,541.2,4.4,64.9,18.0,1.0,0.5
1.2552804170997194,0.5813037785594124,141.3308312796177,0.17452555676986115,0.1321567732390076,1.6233938021489458,3,2.366,0.232,522.3,4.9,63.4,16.8,1.0,0.51
2.904384288288737,0.2493761772088776,90.73082367716003,0.6680849943068141,0.9916170979394194,53.25557132814742,1,2.267,0.004,550.5,4.9,64.9,18.6,1.0,0.5
2.6652458435908515,0.3668289930705835,123.86547592753728,0.5140898778980804,1.166145292856664,49.75885168102491,3,2.401,0.0,517.2,5.3,62.1,15.4,1.0,0.5
1.200970444139011,1.2291067138490666,183.24740854176554,1.3756098769564753,1.050185718443358,46.20921601275031,0,2.38,0.911,520.1,4.8,63.6,20.5,1.0,0.961
1.8131835591688152,0.18128052204310507,166.33054354952412,0.921544361356504,1.0747004371769247,57.95429526822998,0,2.464,0.039,506.3,5.4,58.6,16.3,1.0,0.5
0.1285940628195365,0.818777652653833,223.68070827174634,1.4951531145981747,0.3537923681429207,50.08271251515367,1,2.381,0.389,517.0,5.1,58.4,18.5,1.0,0.64
0.6324787742611285,0.9539256851627963,223.84139097285345,0.32719124089461543,0.5677664788381634,1.0309853700406622,2,2.488,0.589,494.9,5.5,59.2,18.9,1.0,0.893
1.3612048820913059,0.9912752571173978,195.89779415612463,0.8243437514159819,0.38694515907310884,8.656491258782323,2,2.474,0.59,507.3,5.0,58.9,16.9,1.0,0.86
