cs_br_concentration,pb_br2_concentration,temperature,oa_concentration,oam_concentration,reaction_time,supersaturation,nucleation_rate,growth_rate,solvent_effect,prob_3d,prob_0d,prob_2d
0.9564832,0.6694352,123.039154,1.1495389,0.72113484,10.4022045,0.1403294,57536730.0,8.633006,1.0,0.21474674344062805,0.0,0.0
2.1045678,0.90619016,184.62093,0.67260593,1.3197329,58.39128,0.51265967,414820100.0,47.323853,1.0,-0.1562601923942566,0.12651777267456055,0.0
2.0394125,1.4277327,182.14677,0.5942436,0.6253408,6.7570453,0.7771385,977109950.0,70.776634,1.0,0.2745029330253601,0.0,0.0
0.75248843,0.59882104,131.24446,0.88263535,1.5,57.388283,0.10184409,27917990.0,6.683236,1.0,0.29024022817611694,0.0,0.0
1.2583435,1.1705209,189.28247,0.99857765,0.26554024,38.79946,0.4012146,242499120.0,37.971447,1.0,0.4558734595775604,0.0,0.0
2.503146,2.0,146.93716,0.49508277,0.22562088,30.811975,1.1961393,3291725000.0,87.87866,1.0,0.31293562054634094,0.0,0.0
1.3980762,0.7409741,133.51126,0.38231882,0.93056273,2.832757,0.23608747,146660740.0,15.760168,1.0,0.04464634880423546,0.10602075606584549,0.0
2.6995568,0.7191529,89.04156,1.5,1.2843862,28.896502,0.36897448,558843400.0,16.42703,1.0,-0.5541233420372009,0.853572428226471,0.0
0.97244525,1.4737141,120.3787,0.7604313,0.48016736,13.496698,0.31087402,289981860.0,18.711306,1.0,0.2449774146080017,0.0,0.03673078492283821
3.0,1.2265964,129.20502,1.2610878,0.9269524,37.745613,0.82544506,1871742500.0,53.32582,1.0,-0.17244698107242584,0.26881641149520874,0.0
2.3223524,1.2755446,179.67444,0.628924,0.68960434,22.740465,0.7849431,1021786560.0,70.517105,1.0,0.0853400006890297,0.05306272953748703,0.0
1.5595778,1.1961911,177.98926,0.5798019,0.4659313,39.526726,0.49188942,408072580.0,43.775517,1.0,0.3292548358440399,0.0,0.0
0.9148312,0.730717,125.3052,1.3253105,0.3502614,59.286148,0.14777538,62375012.0,9.258512,1.0,0.28421667218208313,0.0,0.0
1.0219713,0.7033221,211.5648,0.37701946,1.5,11.662643,0.2078525,52083030.0,21.987137,1.0,0.2910652160644531,0.0,0.0
1.3699777,1.4178386,191.35445,1.3850474,0.60945696,3.4133,0.53217936,417901860.0,50.917442,1.0,0.4797476530075073,0.0,0.006865094881504774
2.8620923,0.9126502,120.671104,0.4084765,1.2012514,25.61636,0.56726605,962732400.0,34.22631,1.0,-0.4223422706127167,0.4978472888469696,0.0
2.5804508,1.6192595,138.85185,1.0275117,1.5,15.482704,0.9706807,2350319000.0,67.39041,1.0,0.1641274392604828,0.024478569626808167,0.0
1.7694309,1.6996902,170.84506,0.713574,1.1947066,23.826996,0.77615356,1091251000.0,66.301,1.0,0.4414274990558624,0.0,0.0
0.880889,2.0,124.057396,0.50825095,0.90455294,15.526002,0.38761804,434543800.0,24.043442,1.0,0.16637717187404633,0.0,0.09877412021160126
1.258623,1.6352305,132.5316,0.617161,0.94621307,25.737724,0.46737212,580427840.0,30.970787,1.0,0.30226004123687744,0.0,0.02773871086537838
2.4351249,0.8188324,145.77774,0.7935316,1.294487,55.490734,0.47452733,524104400.0,34.58776,1.0,-0.40521836280822754,0.3614426255226135,0.0
2.0196555,1.0341768,147.50894,0.50410247,0.6055015,5.038095,0.5000148,571929500.0,36.878326,1.0,0.01973651722073555,0.10922198742628098,0.0
1.0238094,1.2328413,161.82939,0.71425354,1.5,34.329426,0.3167218,198856500.0,25.627447,1.0,0.3690547049045563,0.0,0.029483230784535408
1.169553,2.0,166.47359,0.64393765,0.46121204,7.7623816,0.59558636,671280260.0,49.5747,1.0,0.26467013359069824,0.0,0.10835472494363785
1.092919,0.41896957,126.14918,0.48695925,1.5,24.358467,0.10154717,29206312.0,6.405046,1.0,-0.23213964700698853,0.32305771112442017,0.0
1.930285,1.5246162,220.92778,1.3625983,0.4379445,17.487215,0.87127537,833362000.0,96.24447,1.0,0.40269947052001953,0.0,0.0
1.8286827,1.0545865,147.79964,1.5,0.4869926,24.045588,0.46212563,487118300.0,34.151,1.0,0.1116141602396965,0.0562770776450634,0.0
1.2741646,0.8722246,172.60135,0.57148117,1.4283792,25.598076,0.2883473,147990430.0,24.884567,1.0,0.2498628795146942,0.0,0.0
3.0,1.1079193,158.52893,0.9072405,1.079234,11.52103,0.82525903,1395398100.0,65.41372,1.0,-0.3104178309440613,0.2599453628063202,0.0
0.6481229,1.3714169,141.11441,1.0047905,0.28379947,48.128033,0.20813908,105646510.0,14.685712,1.0,0.1927468627691269,0.0,0.12035758793354034
0.39435425,1.0269785,145.05704,1.0983826,0.5692446,2.5768626,0.09614315,21670152.0,6.97312,1.0,0.15928351879119873,0.0,0.18417297303676605
1.0232388,2.0,186.47794,0.65188664,1.5,16.288378,0.5530432,473865120.0,51.565174,1.0,0.249620258808136,0.0,0.17936736345291138
1.1709186,1.3404807,158.18637,0.3580685,0.29503495,40.701298,0.389285,311559230.0,30.789791,1.0,0.3825748562812805,0.0,0.019980458542704582
1.8311841,1.420389,182.13733,0.7533844,1.5,18.651758,0.6941828,779714000.0,63.2183,1.0,0.3413500189781189,0.0,0.0
1.9483824,2.0,148.63399,1.1481901,0.5095263,44.143234,0.93642074,1983502600.0,69.59197,1.0,0.4102502465248108,0.0,0.003208751790225506
1.3603258,0.4856349,96.68484,0.588999,0.33902353,34.409237,0.12993872,64206692.0,6.2815523,1.0,-0.2639268934726715,0.4693711996078491,0.0
1.3425318,0.88428545,186.35521,1.5,1.083985,40.045044,0.32071355,159552720.0,29.88332,1.0,0.2349616438150406,0.002727125072851777,0.0
0.584792,2.0,159.47482,0.42708462,0.8734544,32.420403,0.29128304,172202740.0,23.226156,1.0,0.1287272572517395,0.0,0.33940696716308594
2.5112596,1.4232514,189.25128,0.35075673,0.9117232,13.965956,0.9734944,1428101500.0,92.11753,1.0,0.11607692390680313,0.03780036419630051,0.0
1.4341692,1.7175915,192.97249,0.4728796,0.5318142,54.72769,0.6779378,667284200.0,65.411674,1.0,0.416962593793869,0.0,0.0393984280526638
1.3328562,0.6381652,164.09044,0.8707122,0.916054,42.022156,0.21496762,89559230.0,17.637066,1.0,-0.039716850966215134,0.11897475272417068,0.0
2.4940667,0.27220556,127.00416,0.89578295,1.5,48.91157,0.15104279,64066050.0,9.591531,1.0,-2.742845296859741,2.217525005340576,0.0
1.9273615,1.5916408,167.11707,0.5367004,0.52036136,28.97903,0.78265697,1151761800.0,65.39767,1.0,0.35803067684173584,0.0,0.0
0.67274904,0.50053704,137.54391,0.28744784,0.2772476,30.646603,0.07786366,15322303.0,5.3548365,1.0,0.26339370012283325,0.0,0.0
2.5527806,1.4736369,116.67795,0.45472515,0.9324401,22.721508,0.8042838,2014154200.0,46.921093,1.0,0.09763721376657486,0.07287217676639557,0.0
0.7894767,0.5090272,164.60376,0.863939,0.64560515,13.064351,0.10172729,19953080.0,8.372348,1.0,0.20175765454769135,0.010237895883619785,0.0
2.3619294,0.41603735,172.84364,1.1621714,0.29671857,50.511833,0.25514063,115586950.0,22.049719,1.0,-1.7056411504745483,0.7583481073379517,0.0
1.4811401,1.0075924,118.83386,1.5,0.89127135,53.312088,0.32178918,315539650.0,19.119726,1.0,0.19532866775989532,0.0,0.0
1.298424,1.9855056,109.160675,1.1202375,0.5540545,52.494587,0.53471094,959752700.0,29.184704,1.0,0.22983774542808533,0.0,0.027230877429246902
1.8954402,2.0,157.81291,0.9454542,0.56197274,22.10908,0.9390652,1819779200.0,74.098305,1.0,0.41445401310920715,0.0,0.007574930787086487
1.9285564,0.8584288,180.87895,1.5,0.94215095,44.846123,0.4402315,317552100.0,39.81431,1.0,-0.11788592487573624,0.12142731994390488,0.0
1.4509873,0.62808007,151.0515,0.78212136,0.6000705,4.176534,0.22078745,107631780.0,16.675138,1.0,-0.1319521963596344,0.18862953782081604,0.0
2.0946276,1.5177604,160.91113,0.8449866,0.24466817,8.9586525,0.7954109,1265770200.0,63.99523,1.0,0.2744917869567871,0.0,0.0
1.0767127,0.48073894,198.78922,0.16429158,1.4599248,54.525784,0.14473878,28697180.0,14.386254,1.0,-0.1221596971154213,0.08913131058216095,0.0
2.7745836,0.7584677,190.08482,1.5,0.78162706,40.053265,0.5745283,493281600.0,54.604553,1.0,-0.8195661902427673,0.3042483329772949,0.0
0.55699867,1.1251954,168.07271,0.96777403,0.970549,6.1846538,0.1603726,47899376.0,13.477129,1.0,0.22544501721858978,0.0,0.1585470736026764
0.9448237,1.5265317,178.19934,0.88962907,0.9642877,19.367554,0.38052735,243703550.0,33.90486,1.0,0.2929375171661377,0.0,0.10669281333684921
3.0,2.0,124.67783,0.33819938,0.91663283,37.56389,1.3232121,5032572400.0,82.48761,1.0,0.1894216388463974,0.0,0.0
0.7814282,2.0,134.14047,0.76198894,0.5145318,49.031406,0.35698533,333223840.0,23.94309,1.0,0.15454384684562683,0.0,0.1489897519350052
1.1898572,1.0953656,172.05954,0.9035958,1.5,31.104588,0.3376004,203967420.0,29.043686,1.0,0.42256417870521545,0.0,0.0
3.0,1.9680521,182.76753,0.47917545,0.57628804,22.627823,1.5786481,4007018800.0,144.2628,1.0,0.22895635664463043,0.003851994639262557,0.0
1.0935811,0.7375338,139.00108,0.75373757,1.0735555,37.518112,0.18746787,87534580.0,13.029119,1.0,0.20902927219867706,0.0,0.0
0.8184258,0.84998053,141.18697,0.7738198,0.62145656,24.467108,0.16293916,64696940.0,11.502443,1.0,0.3928312659263611,0.0,0.00416309479624033
1.6721685,0.64708805,120.10128,1.5,1.3846846,51.28586,0.23446673,165412850.0,14.079877,1.0,-0.21658116579055786,0.3313620388507843,0.0
1.0461806,0.84817046,107.70044,0.77025735,1.5,17.369453,0.18293716,113990000.0,9.851206,1.0,0.26743438839912415,0.0,0.0
1.1055458,0.56697583,115.81481,1.4607055,1.3089765,30.535076,0.1335549,56019904.0,7.733818,1.0,0.018196700140833855,0.14204664528369904,0.0
1.5883722,1.4025818,173.97948,0.3454272,1.1392579,13.930866,0.58042824,591444300.0,50.491302,1.0,0.4041386842727661,0.0,0.0
1.8930888,0.9255306,171.96408,0.47612545,0.77851474,18.70023,0.45371693,368756220.0,39.01151,1.0,-0.020992200821638107,0.10014472156763077,0.0
1.702556,1.1677976,167.45747,1.3770866,1.5,49.718494,0.5077974,483195000.0,42.517235,1.0,0.24628661572933197,0.0,0.0
1.5728443,2.0,127.24095,0.49696022,0.6226335,1.3337569,0.70048153,1374652700.0,44.56497,1.0,0.3014878034591675,0.0,0.022640779614448547
0.76245177,0.94282085,183.00722,0.856386,0.83616847,52.730164,0.1923402,59340316.0,17.599821,1.0,0.3896096348762512,0.0,0.043002091348171234
1.1625081,1.2102727,150.61734,0.7494607,0.61109793,25.69904,0.3403645,256900930.0,25.632397,1.0,0.4078608751296997,0.0,0.005120277404785156
1.2457848,1.9867809,96.5525,1.295044,0.27893925,48.08612,0.48654822,901424960.0,23.488722,1.0,0.2064269781112671,0.0,0.01737436093389988
1.275439,2.0,160.96996,0.808842,1.0746028,36.00908,0.6383409,814744900.0,51.376854,1.0,0.2824384272098541,0.0,0.08117297291755676
1.4421508,2.0,135.11281,0.5550149,0.6290563,52.916435,0.66114885,1131907700.0,44.664837,1.0,0.28645291924476624,0.0,0.03762105479836464
3.0,2.0,118.613235,0.439913,1.0292833,8.443002,1.2926067,5102724000.0,76.66013,1.0,0.18407051265239716,0.0,0.0
2.427136,1.1765013,142.78981,1.1848922,0.5945932,7.7380743,0.6725937,1084869200.0,48.019764,1.0,-0.025885535404086113,0.1420249044895172,0.0
0.77921414,0.7894476,203.94266,1.5,0.87305343,30.103489,0.17439489,39569064.0,17.78328,1.0,0.5119982361793518,0.0,0.0028724914882332087
2.581982,2.0,129.67258,0.4019934,1.0241573,11.774389,1.1603842,3681652200.0,75.235,1.0,0.2748526632785797,0.0,0.0
1.1980542,0.667922,165.96196,1.0184389,1.360995,54.359802,0.20342526,78712940.0,16.880426,1.0,0.09318355470895767,0.058075957000255585,0.0
1.4649899,1.245261,183.79898,0.35865113,1.1544755,30.28164,0.48923284,380892400.0,44.960247,1.0,0.3979174792766571,0.0,0.0
2.0785239,0.89569074,186.80542,0.47680783,0.6147625,43.176445,0.50358146,391610050.0,47.035873,1.0,-0.1565980315208435,0.12201492488384247,0.0
1.7281702,0.94392836,121.09066,0.4218795,0.54637045,46.612083,0.35483798,375119970.0,21.483784,1.0,0.06301886588335037,0.10034537315368652,0.0
1.91017,1.1474352,161.39784,0.3406552,0.5848869,37.44511,0.5492317,600577800.0,44.322407,1.0,0.14874018728733063,0.03434223681688309,0.0
2.4953034,1.9344664,80.0,1.0561309,0.7094961,14.191027,0.8792344,3473551400.0,35.169376,1.0,0.2130245566368103,0.0,0.0
1.9542804,2.0,121.9395,0.3866472,0.8765725,15.048325,0.85299164,2149379000.0,52.006687,1.0,0.3654610812664032,0.0,0.0017314539290964603
1.3801965,1.3983749,126.69016,0.81760293,0.794457,6.1083803,0.428891,518185820.0,27.168135,1.0,0.37742340564727783,0.0,0.0010852132691070437
2.8155475,0.44608983,157.41595,0.25553387,1.1870466,46.610367,0.3107292,200039310.0,24.456867,1.0,-1.8825219869613647,1.0481855869293213,0.0
0.57354534,1.3959552,142.94142,0.5786002,0.73999804,55.128292,0.1886837,85247590.0,13.485358,1.0,0.1688944399356842,0.0,0.1592683494091034
1.6873446,1.6340656,159.51016,0.50509864,0.91586924,3.948988,0.68676215,956905200.0,54.77277,1.0,0.4259556233882904,0.0,0.0
1.2054226,1.30543,116.122734,0.8586477,0.43842041,8.101164,0.33569333,352834300.0,19.490814,1.0,0.3358798623085022,0.0,0.005288657732307911
1.5577477,0.9034161,135.18814,1.0766864,0.74198335,12.652876,0.3226722,269406750.0,21.810726,1.0,0.10956623405218124,0.060589857399463654,0.0
1.6227566,0.36621603,153.52205,1.0231874,1.0400606,25.192942,0.14516157,45390560.0,11.142751,1.0,-1.0447721481323242,0.6653904914855957,0.0
1.8931617,2.0,105.17939,1.0398233,0.6608035,58.784924,0.77243125,2084161700.0,40.621925,1.0,0.3260348439216614,0.0,0.0025075918529182673
1.9250219,1.715181,188.52394,0.25753498,0.9121453,55.44341,0.89746183,1222595800.0,84.59652,1.0,0.4313795566558838,0.0,0.0
1.2470224,1.1043476,98.559616,0.8069613,1.4564359,15.879913,0.2731037,278366000.0,13.458499,1.0,0.2897627651691437,0.0,0.0
3.0,1.3513378,80.81728,0.8429645,0.698709,23.592077,0.7413323,2449293300.0,29.95623,1.0,-0.06632399559020996,0.2866242825984955,0.0
1.5849012,0.5928062,146.36523,0.5211596,0.82126147,6.0337706,0.2240438,116147460.0,16.396112,1.0,-0.2809508442878723,0.28616780042648315,0.0
1.3337336,0.82271415,124.043274,0.7673551,1.1383908,24.498373,0.24140564,168570540.0,14.972373,1.0,0.14310488104820251,0.03590165451169014,0.0
2.3180988,1.4236035,161.1332,1.5,0.44937313,19.74791,0.8262475,1362786400.0,66.56795,1.0,0.16471458971500397,0.02683394029736519,0.0
0.8149432,0.7866979,211.59807,0.5399254,1.159647,18.626587,0.18541059,41429564.0,19.61626,1.0,0.5131228566169739,0.0,0.0
2.4842846,0.8151305,117.07742,1.5,0.49301288,1.4307715,0.4336304,583147840.0,25.384165,1.0,-0.38286691904067993,0.48406150937080383,0.0
1.9369357,1.4347258,168.078,0.88798153,0.80407363,48.115498,0.711114,941726900.0,59.76131,1.0,0.29601290822029114,0.0,0.0
1.2817515,1.1132696,154.00056,0.663112,0.22536403,37.814472,0.3491008,261267710.0,26.88086,1.0,0.3654239773750305,0.0,0.0
2.3456216,1.1807998,149.47107,0.97239006,0.43134636,31.312826,0.6674636,999333760.0,49.883247,1.0,0.005718385800719261,0.11506859213113785,0.0
3.0,1.3168613,149.47418,0.6674662,1.0206444,59.96721,0.9520488,2033107200.0,71.15336,1.0,-0.11754422634840012,0.18405553698539734,0.0
1.0445793,1.9327315,155.41843,0.37944415,1.4916002,20.827732,0.49622944,520464800.0,38.5616,1.0,0.23407196998596191,0.0,0.11316075176000595
3.0,0.51575834,163.70879,1.116603,0.473105,53.27961,0.39057314,296774460.0,31.970127,1.0,-1.708808183670044,0.8764503598213196,0.0
1.8421797,2.0,161.4014,1.2274804,0.9150494,57.696922,0.92325634,1697020900.0,74.50743,1.0,0.4086410701274872,0.0,0.012306522578001022
0.73745054,1.0735238,187.17053,0.95890266,0.62298346,31.078247,0.21436389,70702040.0,20.061302,1.0,0.33600106835365295,0.0,0.08618838340044022
1.1938946,1.3257384,170.84372,0.6088072,0.7921475,42.168575,0.4084758,302251040.0,34.89276,1.0,0.41453468799591064,0.0,0.017703572288155556
2.002328,0.67484075,148.06212,0.62064266,0.40920025,41.6028,0.32408777,238945940.0,23.992561,1.0,-0.40629300475120544,0.3518924117088318,0.0
1.4413586,0.5626281,112.45935,0.7268089,0.6498217,45.971752,0.17047827,94391600.0,9.5859375,1.0,-0.20073202252388,0.3436354398727417,0.0
1.167159,1.1449622,167.03078,1.5,0.57821745,42.067066,0.3408537,218640450.0,28.466528,1.0,0.4447903633117676,0.0,0.0
2.3059638,1.5432135,166.90309,1.4398919,0.3212215,22.199715,0.9073049,1551156400.0,75.715996,1.0,0.22928103804588318,0.0,0.0
1.6229812,2.0,182.5464,0.5704805,0.5681539,54.479176,0.8673471,1212263300.0,79.16555,1.0,0.3902979791164398,0.0,0.042038023471832275
2.417496,1.5581032,96.35293,1.4324689,0.69484127,23.632294,0.7397983,2088195600.0,35.640865,1.0,0.14747202396392822,0.01864132471382618,0.0
0.56276065,1.2090647,179.8588,0.47550452,1.0592103,31.954025,0.1803941,53867628.0,16.222733,1.0,0.2216578722000122,0.0,0.20238201320171356
2.2735612,0.94756794,125.05175,0.49945882,0.5361682,38.82229,0.4757861,648232260.0,29.748941,1.0,-0.1515602469444275,0.264409601688385,0.0
1.0536467,0.8615705,119.13141,0.37556413,0.523082,14.927453,0.19596638,116676130.0,11.672875,1.0,0.2867791950702667,0.0,0.0
1.9248343,1.1691128,169.3139,1.5,1.5,33.558655,0.57804066,614604600.0,48.93516,1.0,0.16180916130542755,0.02779511548578739,0.0
1.3460752,0.9040433,200.12686,0.82597333,0.5012261,46.697388,0.34150603,157636540.0,34.172264,1.0,0.26165181398391724,0.0,0.0
2.5127625,1.9113623,135.56737,0.536446,0.96816707,12.953998,1.1027182,3134494700.0,74.74631,1.0,0.27281254529953003,0.0,0.0
2.5094824,1.9485224,145.24205,0.7257405,1.5,13.3979645,1.1615456,3157143800.0,84.35264,1.0,0.2956204116344452,0.0,0.0
1.6255268,0.5446696,171.01689,0.29985666,0.34754154,21.023727,0.22861207,94510776.0,19.548262,1.0,-0.45344486832618713,0.27586978673934937,0.0
3.0,1.4127086,199.74512,1.5,0.41486648,35.316944,1.1881416,1915377400.0,118.66274,1.0,-0.06318841129541397,0.07373636215925217,0.0
1.6632091,2.0,103.806015,1.5,0.41417608,11.813551,0.67468935,1612069800.0,35.018406,1.0,0.28441759943962097,0.0,0.008506922982633114
2.1844792,1.1372056,168.5654,0.4158726,0.7858822,40.039196,0.6366419,751138750.0,53.657898,1.0,0.036084264516830444,0.08065254241228104,0.0
1.8778404,0.4811617,165.20277,1.1628243,0.3483831,14.512162,0.22915126,100641704.0,18.928213,1.0,-0.8569057583808899,0.4793979823589325,0.0
1.5231115,1.9207104,117.58727,0.5937282,1.1053283,41.31793,0.62770873,1215741700.0,36.905277,1.0,0.2904978096485138,0.0,0.01731516793370247
1.2164985,1.1051692,130.77673,0.97868574,1.5,31.736128,0.3033412,248832270.0,19.834986,1.0,0.3503590226173401,0.0,0.0
2.9989536,2.0,182.68564,0.90506625,1.3518925,9.213548,1.603335,4136708400.0,146.45314,1.0,0.24085678160190582,0.0,0.0
2.2021942,0.7445742,155.80359,0.70259696,0.9873205,28.42147,0.40353423,342858050.0,31.43604,1.0,-0.4154033958911896,0.3230728507041931,0.0
2.5091329,1.0427022,139.88919,0.5336907,0.5822551,59.125366,0.610015,918649660.0,42.66725,1.0,-0.16486114263534546,0.23482762277126312,0.0
2.2521024,0.57249933,111.51198,0.6075469,0.85350484,8.629513,0.2700042,239029070.0,15.054352,1.0,-0.6876802444458008,0.7930663824081421,0.0
1.1199628,1.3179207,94.206436,1.5,0.6353722,53.339863,0.28715348,321436220.0,13.525853,1.0,0.2762431204319,0.0,0.0044312551617622375
1.2415459,0.8838261,139.80058,0.751121,1.150859,25.092196,0.25577047,161642140.0,17.878431,1.0,0.2413960099220276,0.0,0.0
2.2213585,0.6355599,160.37372,0.62228,0.5344013,20.988262,0.35262302,250107710.0,28.275732,1.0,-0.6605980396270752,0.4207417368888855,0.0
0.9480645,1.096713,80.0,1.3778147,0.7311635,37.221317,0.18938737,161163400.0,7.575495,1.0,0.25933802127838135,0.0,0.0
2.1367755,2.0,127.28296,0.4980833,0.5801153,58.994854,0.9517838,2536843800.0,60.57293,1.0,0.3572178781032562,0.0,0.0
0.94854355,2.0,188.86694,0.5220455,0.37063646,7.6625957,0.516152,403010660.0,48.742027,1.0,0.2333977371454239,0.0,0.21296215057373047
3.0,0.64269006,128.42389,0.5658922,0.28854302,51.913868,0.43124637,514888320.0,27.691168,1.0,-1.0283448696136475,0.906208336353302,0.0
1.1820586,0.95060945,174.49223,1.0156021,1.0304983,51.09709,0.29320964,150157280.0,25.581402,1.0,0.35310906171798706,0.0,0.0
2.151023,1.4579543,193.6789,0.4874816,0.65931803,17.367287,0.86478144,1078142100.0,83.74496,1.0,0.26263460516929626,0.0,0.0
1.1641866,1.4111989,113.18964,0.5022827,0.7103515,58.57382,0.34639114,386863040.0,19.603943,1.0,0.295806884765625,0.0,0.012427127920091152
